map_center_id,n_rows,n_old_valid,n_new_valid,frac_old,frac_new,delta_frac,n_old_only,n_new_only
dlon-130_lat+08,2336,2212,2331,0.946917808219178,0.9978595890410958,0.050941780821917804,0,119
dlon-120_lat+08,2288,2174,2283,0.9501748251748252,0.9978146853146853,0.0476398601398601,0,109
dlon+130_lat+08,2242,2098,2238,0.935771632471008,0.9982158786797503,0.06244424620874223,0,140
