tracklet_uid,center_label,magnitude_bin,population,mean_mag_V,vlam,vbeta,P_NEO_new,new_vdp_valid,new_vdp_reason,p_k10,valid_k10,rhoO_k10,reason_k10,p_k30,valid_k30,rhoO_k30,reason_k30
T2:44d6ad532aff7f9d4502847eee491787,dlon-130_lat+08,V021.75_022.00,NEO,21.848440454939897,0.9185624942371792,0.1506664724462172,0.5965167810830908,True,ok,0.6468905247016992,True,37.24086964254422,ok,0.4487915004707114,True,83.79392132620858,ok
T2:ec9993ef28478880560f9778239591cb,dlon+130_lat+08,V024.75_025.00,NEO,24.925865510297108,0.38952471470622835,0.07342089015563989,0.0014087482235686387,True,ok,0.0014091012530733267,True,529180.3397232165,ok,0.001428410548683488,True,522016.7702056562,ok
T2:cf6d22a15ef778d329e55e8cedf96cfb,dlon+130_lat+08,V024.00_024.25,NEO,24.076889667452075,0.45491404154842746,0.1024621235809259,0.0080856682129992,True,ok,0.00809928374889034,True,39999.788860265195,ok,0.008707930328691936,True,37181.148052280434,ok
T2:375e5d512e79210e871f61706671976e,dlon-120_lat+08,V024.75_025.00,NEO,24.83465290643764,0.31630493587011244,0.029740135201966247,0.0006673506258978433,True,ok,0.0006674557530896953,True,2174505.3012585305,ok,0.0006369741276637877,True,2278633.1195702194,ok
T2:aa6b48ae5a5e1957147f87f6299c9f66,dlon-120_lat+08,V024.50_024.75,NEO,24.72751030029463,1.0500147666513948,0.025947682098285164,0.9139530564042048,True,ok,0.9286464209722004,True,31.381849965774798,ok,0.859155885833061,True,66.95452020384208,ok
T2:44a5d887d99f514dbc207e40d943fd5b,dlon+130_lat+08,V023.75_024.00,NEO,23.790923936671675,1.3306586202955135,-0.034869751188360366,0.891175161244615,True,ok,0.9189089822472905,True,10.715769615845975,ok,0.8325993377245405,True,24.414297041172798,ok
T2:bc598601113a06b7f885d9b596c0b5ae,dlon-130_lat+08,V024.50_024.75,NEO,24.572714505237705,0.5039451179557795,-0.054947468079699656,0.0033975894565046747,True,ok,0.003398318165623724,True,240210.10151667093,ok,0.003927189009605021,True,207750.92685286325,ok
T2:277b4b88457720f0836c141815eff83e,dlon-130_lat+08,V019.50_019.75,NEO,19.74872773371698,0.8832685951125747,-0.16617737430786267,,False,missing_population_density:TNO,0.21155097112179028,True,32.601400682239024,ok,0.1044103552361773,True,75.03141731496595,ok
T2:32c2450601ed17eba1a7e59fe2f260b5,dlon-130_lat+08,V024.00_024.25,NEO,24.067414838917966,0.5821675984602505,-0.021527769938816655,0.007752759133429865,True,ok,0.007755355193131375,True,95933.69941861738,ok,0.00746024941078638,True,99758.21822355429,ok
T2:9ce6990bdbbeb8d9b29a398de791a987,dlon+130_lat+08,V023.75_024.00,NEO,23.939565276775593,1.213782951498614,-0.2739977676418363,0.7922683998880938,True,ok,0.8404728842023462,True,12.499928849784611,ok,0.6895394412344656,True,29.651321678563548,ok
T2:80c5dc58c390fb2057845f04896bba09,dlon-130_lat+08,V023.75_024.00,NEO,23.992870068623912,0.9403947876698799,0.046810257478862895,0.8288674307751964,True,ok,0.8434447250769236,True,81.76919596335435,ok,0.7600091813404068,True,139.1087464353289,ok
T2:c1afd56278aa5f0c4a5055b0ecd1c6a3,dlon-130_lat+08,V022.75_023.00,NEO,22.93495895130983,-0.6348700699004791,-0.01546596984090293,0.05390242410991399,True,ok,0.12200278306365636,True,6.947422027096948,ok,0.04680265486565155,True,19.66131742344526,ok
T2:8d0d42dbebc5f4e61950a251df355eda,dlon-120_lat+08,V024.50_024.75,NEO,24.62797247014999,0.327251419428056,-0.03503698860075339,0.00029354150598223194,True,ok,0.0002935646425300219,True,3951042.136383404,ok,0.0003576292214835948,True,3243056.9798823865,ok
T2:29a6a59033ba4935d6b030bfd171fd9d,dlon-130_lat+08,V023.25_023.50,NEO,23.371195255902414,0.9000179949963927,-0.003476792524717196,0.7698960290391215,True,ok,0.787601177661977,True,94.70398995322242,ok,0.6828290100347124,True,163.11880187108298,ok
T2:7a1306fe5a419a1b127aa0e2563ef759,dlon+130_lat+08,V024.25_024.50,NEO,24.346044764815268,0.8920780786993634,0.027833687956708066,0.7886750628142758,True,ok,0.7981025558631749,True,181.27129096373932,ok,0.6822294544099677,True,333.7644538726936,ok
T2:597e07ada28c397e9a41186b56a4b4c6,dlon+130_lat+08,V024.75_025.00,NEO,24.827315480787952,0.8212934323941331,0.2602309166407548,0.34794391963449406,True,ok,0.35306765598063894,True,509.28674695617616,ok,0.3953909132757611,True,425.020061750972,ok
T2:3dd63fe4472c8255d3a25bbf01b742ff,dlon-130_lat+08,V024.75_025.00,NEO,24.782103125058967,1.2516285533466465,0.5489020496998566,0.8574167577722837,True,ok,0.9074911096849797,True,6.07336953531097,ok,0.7900178460030219,True,15.83558453142658,ok
