index,delta_lon_from_antisun_deg,lat_deg,filename
172,130.0,-8.0,prob_maps_grid_dlon+130_lat-08.npz
173,140.0,-8.0,prob_maps_grid_dlon+140_lat-08.npz
174,-140.0,-5.0,prob_maps_grid_dlon-140_lat-05.npz
175,-130.0,-5.0,prob_maps_grid_dlon-130_lat-05.npz
176,-120.0,-5.0,prob_maps_grid_dlon-120_lat-05.npz
177,-110.0,-5.0,prob_maps_grid_dlon-110_lat-05.npz
178,-100.0,-5.0,prob_maps_grid_dlon-100_lat-05.npz
179,-90.0,-5.0,prob_maps_grid_dlon-090_lat-05.npz
180,-80.0,-5.0,prob_maps_grid_dlon-080_lat-05.npz
181,-70.0,-5.0,prob_maps_grid_dlon-070_lat-05.npz
182,-60.0,-5.0,prob_maps_grid_dlon-060_lat-05.npz
183,-50.0,-5.0,prob_maps_grid_dlon-050_lat-05.npz
184,-40.0,-5.0,prob_maps_grid_dlon-040_lat-05.npz
185,-30.0,-5.0,prob_maps_grid_dlon-030_lat-05.npz
186,-20.0,-5.0,prob_maps_grid_dlon-020_lat-05.npz
187,-10.0,-5.0,prob_maps_grid_dlon-010_lat-05.npz
188,0.0,-5.0,prob_maps_grid_dlon+000_lat-05.npz
189,10.0,-5.0,prob_maps_grid_dlon+010_lat-05.npz
190,20.0,-5.0,prob_maps_grid_dlon+020_lat-05.npz
191,30.0,-5.0,prob_maps_grid_dlon+030_lat-05.npz
192,40.0,-5.0,prob_maps_grid_dlon+040_lat-05.npz
193,50.0,-5.0,prob_maps_grid_dlon+050_lat-05.npz
194,60.0,-5.0,prob_maps_grid_dlon+060_lat-05.npz
195,70.0,-5.0,prob_maps_grid_dlon+070_lat-05.npz
196,80.0,-5.0,prob_maps_grid_dlon+080_lat-05.npz
197,90.0,-5.0,prob_maps_grid_dlon+090_lat-05.npz
198,100.0,-5.0,prob_maps_grid_dlon+100_lat-05.npz
199,110.0,-5.0,prob_maps_grid_dlon+110_lat-05.npz
200,120.0,-5.0,prob_maps_grid_dlon+120_lat-05.npz
201,130.0,-5.0,prob_maps_grid_dlon+130_lat-05.npz
202,140.0,-5.0,prob_maps_grid_dlon+140_lat-05.npz
203,-140.0,-4.0,prob_maps_grid_dlon-140_lat-04.npz
204,-130.0,-4.0,prob_maps_grid_dlon-130_lat-04.npz
205,-120.0,-4.0,prob_maps_grid_dlon-120_lat-04.npz
206,-110.0,-4.0,prob_maps_grid_dlon-110_lat-04.npz
207,-100.0,-4.0,prob_maps_grid_dlon-100_lat-04.npz
208,-90.0,-4.0,prob_maps_grid_dlon-090_lat-04.npz
209,-80.0,-4.0,prob_maps_grid_dlon-080_lat-04.npz
210,-70.0,-4.0,prob_maps_grid_dlon-070_lat-04.npz
211,-60.0,-4.0,prob_maps_grid_dlon-060_lat-04.npz
212,-50.0,-4.0,prob_maps_grid_dlon-050_lat-04.npz
213,-40.0,-4.0,prob_maps_grid_dlon-040_lat-04.npz
214,-30.0,-4.0,prob_maps_grid_dlon-030_lat-04.npz
215,-20.0,-4.0,prob_maps_grid_dlon-020_lat-04.npz
216,-10.0,-4.0,prob_maps_grid_dlon-010_lat-04.npz
217,0.0,-4.0,prob_maps_grid_dlon+000_lat-04.npz
218,10.0,-4.0,prob_maps_grid_dlon+010_lat-04.npz
219,20.0,-4.0,prob_maps_grid_dlon+020_lat-04.npz
220,30.0,-4.0,prob_maps_grid_dlon+030_lat-04.npz
221,40.0,-4.0,prob_maps_grid_dlon+040_lat-04.npz
222,50.0,-4.0,prob_maps_grid_dlon+050_lat-04.npz
223,60.0,-4.0,prob_maps_grid_dlon+060_lat-04.npz
224,70.0,-4.0,prob_maps_grid_dlon+070_lat-04.npz
225,80.0,-4.0,prob_maps_grid_dlon+080_lat-04.npz
226,90.0,-4.0,prob_maps_grid_dlon+090_lat-04.npz
227,100.0,-4.0,prob_maps_grid_dlon+100_lat-04.npz
228,110.0,-4.0,prob_maps_grid_dlon+110_lat-04.npz
229,120.0,-4.0,prob_maps_grid_dlon+120_lat-04.npz
230,130.0,-4.0,prob_maps_grid_dlon+130_lat-04.npz
231,140.0,-4.0,prob_maps_grid_dlon+140_lat-04.npz
232,-140.0,-3.0,prob_maps_grid_dlon-140_lat-03.npz
233,-130.0,-3.0,prob_maps_grid_dlon-130_lat-03.npz
234,-120.0,-3.0,prob_maps_grid_dlon-120_lat-03.npz
235,-110.0,-3.0,prob_maps_grid_dlon-110_lat-03.npz
236,-100.0,-3.0,prob_maps_grid_dlon-100_lat-03.npz
237,-90.0,-3.0,prob_maps_grid_dlon-090_lat-03.npz
238,-80.0,-3.0,prob_maps_grid_dlon-080_lat-03.npz
239,-70.0,-3.0,prob_maps_grid_dlon-070_lat-03.npz
240,-60.0,-3.0,prob_maps_grid_dlon-060_lat-03.npz
241,-50.0,-3.0,prob_maps_grid_dlon-050_lat-03.npz
242,-40.0,-3.0,prob_maps_grid_dlon-040_lat-03.npz
243,-30.0,-3.0,prob_maps_grid_dlon-030_lat-03.npz
244,-20.0,-3.0,prob_maps_grid_dlon-020_lat-03.npz
245,-10.0,-3.0,prob_maps_grid_dlon-010_lat-03.npz
246,0.0,-3.0,prob_maps_grid_dlon+000_lat-03.npz
247,10.0,-3.0,prob_maps_grid_dlon+010_lat-03.npz
248,20.0,-3.0,prob_maps_grid_dlon+020_lat-03.npz
249,30.0,-3.0,prob_maps_grid_dlon+030_lat-03.npz
250,40.0,-3.0,prob_maps_grid_dlon+040_lat-03.npz
251,50.0,-3.0,prob_maps_grid_dlon+050_lat-03.npz
252,60.0,-3.0,prob_maps_grid_dlon+060_lat-03.npz
253,70.0,-3.0,prob_maps_grid_dlon+070_lat-03.npz
254,80.0,-3.0,prob_maps_grid_dlon+080_lat-03.npz
255,90.0,-3.0,prob_maps_grid_dlon+090_lat-03.npz
256,100.0,-3.0,prob_maps_grid_dlon+100_lat-03.npz
257,110.0,-3.0,prob_maps_grid_dlon+110_lat-03.npz
258,120.0,-3.0,prob_maps_grid_dlon+120_lat-03.npz
259,130.0,-3.0,prob_maps_grid_dlon+130_lat-03.npz
260,140.0,-3.0,prob_maps_grid_dlon+140_lat-03.npz
261,-140.0,-2.0,prob_maps_grid_dlon-140_lat-02.npz
262,-130.0,-2.0,prob_maps_grid_dlon-130_lat-02.npz
263,-120.0,-2.0,prob_maps_grid_dlon-120_lat-02.npz
264,-110.0,-2.0,prob_maps_grid_dlon-110_lat-02.npz
265,-100.0,-2.0,prob_maps_grid_dlon-100_lat-02.npz
266,-90.0,-2.0,prob_maps_grid_dlon-090_lat-02.npz
267,-80.0,-2.0,prob_maps_grid_dlon-080_lat-02.npz
268,-70.0,-2.0,prob_maps_grid_dlon-070_lat-02.npz
269,-60.0,-2.0,prob_maps_grid_dlon-060_lat-02.npz
270,-50.0,-2.0,prob_maps_grid_dlon-050_lat-02.npz
271,-40.0,-2.0,prob_maps_grid_dlon-040_lat-02.npz
272,-30.0,-2.0,prob_maps_grid_dlon-030_lat-02.npz
273,-20.0,-2.0,prob_maps_grid_dlon-020_lat-02.npz
274,-10.0,-2.0,prob_maps_grid_dlon-010_lat-02.npz
275,0.0,-2.0,prob_maps_grid_dlon+000_lat-02.npz
276,10.0,-2.0,prob_maps_grid_dlon+010_lat-02.npz
277,20.0,-2.0,prob_maps_grid_dlon+020_lat-02.npz
278,30.0,-2.0,prob_maps_grid_dlon+030_lat-02.npz
279,40.0,-2.0,prob_maps_grid_dlon+040_lat-02.npz
280,50.0,-2.0,prob_maps_grid_dlon+050_lat-02.npz
281,60.0,-2.0,prob_maps_grid_dlon+060_lat-02.npz
282,70.0,-2.0,prob_maps_grid_dlon+070_lat-02.npz
283,80.0,-2.0,prob_maps_grid_dlon+080_lat-02.npz
284,90.0,-2.0,prob_maps_grid_dlon+090_lat-02.npz
285,100.0,-2.0,prob_maps_grid_dlon+100_lat-02.npz
286,110.0,-2.0,prob_maps_grid_dlon+110_lat-02.npz
287,120.0,-2.0,prob_maps_grid_dlon+120_lat-02.npz
288,130.0,-2.0,prob_maps_grid_dlon+130_lat-02.npz
289,140.0,-2.0,prob_maps_grid_dlon+140_lat-02.npz
290,-140.0,-1.0,prob_maps_grid_dlon-140_lat-01.npz
291,-130.0,-1.0,prob_maps_grid_dlon-130_lat-01.npz
292,-120.0,-1.0,prob_maps_grid_dlon-120_lat-01.npz
293,-110.0,-1.0,prob_maps_grid_dlon-110_lat-01.npz
294,-100.0,-1.0,prob_maps_grid_dlon-100_lat-01.npz
295,-90.0,-1.0,prob_maps_grid_dlon-090_lat-01.npz
296,-80.0,-1.0,prob_maps_grid_dlon-080_lat-01.npz
297,-70.0,-1.0,prob_maps_grid_dlon-070_lat-01.npz
298,-60.0,-1.0,prob_maps_grid_dlon-060_lat-01.npz
299,-50.0,-1.0,prob_maps_grid_dlon-050_lat-01.npz
300,-40.0,-1.0,prob_maps_grid_dlon-040_lat-01.npz
301,-30.0,-1.0,prob_maps_grid_dlon-030_lat-01.npz
302,-20.0,-1.0,prob_maps_grid_dlon-020_lat-01.npz
303,-10.0,-1.0,prob_maps_grid_dlon-010_lat-01.npz
304,0.0,-1.0,prob_maps_grid_dlon+000_lat-01.npz
305,10.0,-1.0,prob_maps_grid_dlon+010_lat-01.npz
306,20.0,-1.0,prob_maps_grid_dlon+020_lat-01.npz
307,30.0,-1.0,prob_maps_grid_dlon+030_lat-01.npz
308,40.0,-1.0,prob_maps_grid_dlon+040_lat-01.npz
309,50.0,-1.0,prob_maps_grid_dlon+050_lat-01.npz
310,60.0,-1.0,prob_maps_grid_dlon+060_lat-01.npz
311,70.0,-1.0,prob_maps_grid_dlon+070_lat-01.npz
312,80.0,-1.0,prob_maps_grid_dlon+080_lat-01.npz
313,90.0,-1.0,prob_maps_grid_dlon+090_lat-01.npz
314,100.0,-1.0,prob_maps_grid_dlon+100_lat-01.npz
315,110.0,-1.0,prob_maps_grid_dlon+110_lat-01.npz
316,120.0,-1.0,prob_maps_grid_dlon+120_lat-01.npz
317,130.0,-1.0,prob_maps_grid_dlon+130_lat-01.npz
318,140.0,-1.0,prob_maps_grid_dlon+140_lat-01.npz
319,-140.0,0.0,prob_maps_grid_dlon-140_lat+00.npz
320,-130.0,0.0,prob_maps_grid_dlon-130_lat+00.npz
321,-120.0,0.0,prob_maps_grid_dlon-120_lat+00.npz
322,-110.0,0.0,prob_maps_grid_dlon-110_lat+00.npz
323,-100.0,0.0,prob_maps_grid_dlon-100_lat+00.npz
324,-90.0,0.0,prob_maps_grid_dlon-090_lat+00.npz
325,-80.0,0.0,prob_maps_grid_dlon-080_lat+00.npz
326,-70.0,0.0,prob_maps_grid_dlon-070_lat+00.npz
327,-60.0,0.0,prob_maps_grid_dlon-060_lat+00.npz
328,-50.0,0.0,prob_maps_grid_dlon-050_lat+00.npz
329,-40.0,0.0,prob_maps_grid_dlon-040_lat+00.npz
330,-30.0,0.0,prob_maps_grid_dlon-030_lat+00.npz
331,-20.0,0.0,prob_maps_grid_dlon-020_lat+00.npz
332,-10.0,0.0,prob_maps_grid_dlon-010_lat+00.npz
333,0.0,0.0,prob_maps_grid_dlon+000_lat+00.npz
334,10.0,0.0,prob_maps_grid_dlon+010_lat+00.npz
335,20.0,0.0,prob_maps_grid_dlon+020_lat+00.npz
336,30.0,0.0,prob_maps_grid_dlon+030_lat+00.npz
337,40.0,0.0,prob_maps_grid_dlon+040_lat+00.npz
338,50.0,0.0,prob_maps_grid_dlon+050_lat+00.npz
339,60.0,0.0,prob_maps_grid_dlon+060_lat+00.npz
340,70.0,0.0,prob_maps_grid_dlon+070_lat+00.npz
341,80.0,0.0,prob_maps_grid_dlon+080_lat+00.npz
342,90.0,0.0,prob_maps_grid_dlon+090_lat+00.npz
343,100.0,0.0,prob_maps_grid_dlon+100_lat+00.npz
344,110.0,0.0,prob_maps_grid_dlon+110_lat+00.npz
345,120.0,0.0,prob_maps_grid_dlon+120_lat+00.npz
346,130.0,0.0,prob_maps_grid_dlon+130_lat+00.npz
347,140.0,0.0,prob_maps_grid_dlon+140_lat+00.npz
348,-140.0,1.0,prob_maps_grid_dlon-140_lat+01.npz
349,-130.0,1.0,prob_maps_grid_dlon-130_lat+01.npz
350,-120.0,1.0,prob_maps_grid_dlon-120_lat+01.npz
351,-110.0,1.0,prob_maps_grid_dlon-110_lat+01.npz
352,-100.0,1.0,prob_maps_grid_dlon-100_lat+01.npz
353,-90.0,1.0,prob_maps_grid_dlon-090_lat+01.npz
354,-80.0,1.0,prob_maps_grid_dlon-080_lat+01.npz
355,-70.0,1.0,prob_maps_grid_dlon-070_lat+01.npz
356,-60.0,1.0,prob_maps_grid_dlon-060_lat+01.npz
357,-50.0,1.0,prob_maps_grid_dlon-050_lat+01.npz
358,-40.0,1.0,prob_maps_grid_dlon-040_lat+01.npz
359,-30.0,1.0,prob_maps_grid_dlon-030_lat+01.npz
360,-20.0,1.0,prob_maps_grid_dlon-020_lat+01.npz
361,-10.0,1.0,prob_maps_grid_dlon-010_lat+01.npz
362,0.0,1.0,prob_maps_grid_dlon+000_lat+01.npz
363,10.0,1.0,prob_maps_grid_dlon+010_lat+01.npz
364,20.0,1.0,prob_maps_grid_dlon+020_lat+01.npz
365,30.0,1.0,prob_maps_grid_dlon+030_lat+01.npz
366,40.0,1.0,prob_maps_grid_dlon+040_lat+01.npz
367,50.0,1.0,prob_maps_grid_dlon+050_lat+01.npz
368,60.0,1.0,prob_maps_grid_dlon+060_lat+01.npz
369,70.0,1.0,prob_maps_grid_dlon+070_lat+01.npz
370,80.0,1.0,prob_maps_grid_dlon+080_lat+01.npz
371,90.0,1.0,prob_maps_grid_dlon+090_lat+01.npz
372,100.0,1.0,prob_maps_grid_dlon+100_lat+01.npz
373,110.0,1.0,prob_maps_grid_dlon+110_lat+01.npz
374,120.0,1.0,prob_maps_grid_dlon+120_lat+01.npz
375,130.0,1.0,prob_maps_grid_dlon+130_lat+01.npz
376,140.0,1.0,prob_maps_grid_dlon+140_lat+01.npz
377,-140.0,2.0,prob_maps_grid_dlon-140_lat+02.npz
378,-130.0,2.0,prob_maps_grid_dlon-130_lat+02.npz
379,-120.0,2.0,prob_maps_grid_dlon-120_lat+02.npz
380,-110.0,2.0,prob_maps_grid_dlon-110_lat+02.npz
381,-100.0,2.0,prob_maps_grid_dlon-100_lat+02.npz
382,-90.0,2.0,prob_maps_grid_dlon-090_lat+02.npz
383,-80.0,2.0,prob_maps_grid_dlon-080_lat+02.npz
384,-70.0,2.0,prob_maps_grid_dlon-070_lat+02.npz
385,-60.0,2.0,prob_maps_grid_dlon-060_lat+02.npz
386,-50.0,2.0,prob_maps_grid_dlon-050_lat+02.npz
387,-40.0,2.0,prob_maps_grid_dlon-040_lat+02.npz
388,-30.0,2.0,prob_maps_grid_dlon-030_lat+02.npz
389,-20.0,2.0,prob_maps_grid_dlon-020_lat+02.npz
390,-10.0,2.0,prob_maps_grid_dlon-010_lat+02.npz
391,0.0,2.0,prob_maps_grid_dlon+000_lat+02.npz
392,10.0,2.0,prob_maps_grid_dlon+010_lat+02.npz
393,20.0,2.0,prob_maps_grid_dlon+020_lat+02.npz
394,30.0,2.0,prob_maps_grid_dlon+030_lat+02.npz
395,40.0,2.0,prob_maps_grid_dlon+040_lat+02.npz
396,50.0,2.0,prob_maps_grid_dlon+050_lat+02.npz
397,60.0,2.0,prob_maps_grid_dlon+060_lat+02.npz
398,70.0,2.0,prob_maps_grid_dlon+070_lat+02.npz
399,80.0,2.0,prob_maps_grid_dlon+080_lat+02.npz
400,90.0,2.0,prob_maps_grid_dlon+090_lat+02.npz
401,100.0,2.0,prob_maps_grid_dlon+100_lat+02.npz
402,110.0,2.0,prob_maps_grid_dlon+110_lat+02.npz
403,120.0,2.0,prob_maps_grid_dlon+120_lat+02.npz
404,130.0,2.0,prob_maps_grid_dlon+130_lat+02.npz
405,140.0,2.0,prob_maps_grid_dlon+140_lat+02.npz
406,-140.0,3.0,prob_maps_grid_dlon-140_lat+03.npz
407,-130.0,3.0,prob_maps_grid_dlon-130_lat+03.npz
408,-120.0,3.0,prob_maps_grid_dlon-120_lat+03.npz
409,-110.0,3.0,prob_maps_grid_dlon-110_lat+03.npz
410,-100.0,3.0,prob_maps_grid_dlon-100_lat+03.npz
411,-90.0,3.0,prob_maps_grid_dlon-090_lat+03.npz
412,-80.0,3.0,prob_maps_grid_dlon-080_lat+03.npz
413,-70.0,3.0,prob_maps_grid_dlon-070_lat+03.npz
414,-60.0,3.0,prob_maps_grid_dlon-060_lat+03.npz
415,-50.0,3.0,prob_maps_grid_dlon-050_lat+03.npz
416,-40.0,3.0,prob_maps_grid_dlon-040_lat+03.npz
417,-30.0,3.0,prob_maps_grid_dlon-030_lat+03.npz
418,-20.0,3.0,prob_maps_grid_dlon-020_lat+03.npz
419,-10.0,3.0,prob_maps_grid_dlon-010_lat+03.npz
420,0.0,3.0,prob_maps_grid_dlon+000_lat+03.npz
421,10.0,3.0,prob_maps_grid_dlon+010_lat+03.npz
422,20.0,3.0,prob_maps_grid_dlon+020_lat+03.npz
423,30.0,3.0,prob_maps_grid_dlon+030_lat+03.npz
424,40.0,3.0,prob_maps_grid_dlon+040_lat+03.npz
425,50.0,3.0,prob_maps_grid_dlon+050_lat+03.npz
426,60.0,3.0,prob_maps_grid_dlon+060_lat+03.npz
427,70.0,3.0,prob_maps_grid_dlon+070_lat+03.npz
428,80.0,3.0,prob_maps_grid_dlon+080_lat+03.npz
429,90.0,3.0,prob_maps_grid_dlon+090_lat+03.npz
430,100.0,3.0,prob_maps_grid_dlon+100_lat+03.npz
431,110.0,3.0,prob_maps_grid_dlon+110_lat+03.npz
432,120.0,3.0,prob_maps_grid_dlon+120_lat+03.npz
433,130.0,3.0,prob_maps_grid_dlon+130_lat+03.npz
434,140.0,3.0,prob_maps_grid_dlon+140_lat+03.npz
435,-140.0,4.0,prob_maps_grid_dlon-140_lat+04.npz
