contamination,new_completeness,new_achieved_contam,new_threshold,legacy_completeness,legacy_achieved_contam,legacy_threshold,delta
0.05,0.4251800099807648,0.04941051379902783,0.37923481460888775,0.5505810223141261,0.04924313897223831,0.4043831676267704,-0.12540101233336132
0.1,0.5390318671134413,0.09998857414086004,0.22705350306000166,0.5986312112354936,0.09971099415839879,0.2774312055557383,-0.059599344122052256
