universe,classifier,n,auc,pauc_raw@0.001,pauc_std@0.001,pauc_raw@0.005,pauc_std@0.005,pauc_raw@0.01,pauc_std@0.01,pauc_raw@0.02,pauc_std@0.02,pauc_raw@0.05,pauc_std@0.05
PAIRED_NEW_LEGACY,new,302735,0.9380842463865635,0.0005556404291830944,0.5556404291830944,0.0033875499158444395,0.6775099831688879,0.007148063346514963,0.7148063346514963,0.01495690484891824,0.747845242445912,0.039489256733693676,0.7897851346738735
PAIRED_NEW_LEGACY,legacy,302735,0.9368965869183044,0.0006050909188762377,0.6050909188762377,0.003452555604517559,0.6905111209035117,0.007201144469135106,0.7201144469135106,0.014976956916308341,0.7488478458154171,0.039475500677168124,0.7895100135433625
COMMON_THREEWAY,new,302666,0.9381358025147934,0.0005558109555330268,0.5558109555330268,0.003388589556756121,0.6777179113512242,0.007147609173634876,0.7147609173634876,0.014955990822238995,0.7477995411119497,0.03949268456497873,0.7898536912995746
COMMON_THREEWAY,legacy,302666,0.9369480838541224,0.0006052766216083532,0.6052766216083532,0.0034536151957104506,0.6907230391420901,0.007200722148335345,0.7200722148335346,0.01497606040595165,0.7488030202975825,0.03947892996787804,0.7895785993575607
COMMON_THREEWAY,digest2,302666,0.924740171745509,0.0004289248281541259,0.4289248281541259,0.002931395122670598,0.5862790245341196,0.00634910263165861,0.634910263165861,0.013388792868400038,0.6694396434200018,0.03538234102002689,0.7076468204005377
