completeness,new_COMMON,expected_new,new_ok,legacy_COMMON,expected_legacy,legacy_ok,new_PAIRED,legacy_PAIRED,achieved_completeness_new,threshold_new,threshold_legacy
0.2,0.9929228218796201,0.9929,True,0.9964488448610844,0.9964,True,0.9929228218796201,0.9964488448610844,0.20004277464889728,0.6832143897977376,0.8701734577591629
0.3,0.9836371282515638,0.9836,True,0.9976291956060183,0.9976,True,0.9836409522455642,0.9976297575411602,0.30006416197334634,0.5486172297915386,0.7886604958974022
0.4,0.9606229802574159,0.9606,True,0.9894197998608065,0.9894,True,0.9606229802574159,0.9894197998608065,0.40001425821630965,0.41115285881722147,0.6738370205460166
0.5,0.9260527199767947,0.9261,True,0.9722721431072238,0.9723,True,0.9260624832790146,0.9722759867241927,0.5000356455407587,0.2803469934038835,0.5076794504382368
