snapshot_id,fetched_at_utc,batch_id,designation,ephem_time_utc,ra_hms,ra_deg,dec_dms,dec_deg,elong_deg,v_mag,motion_arcsec_per_min,pa_deg,uncertainty,source_url
20260515T083419Z,2026-05-15T08:34:19.952321Z,20260515T083419Z_batch01,6EE3C21,2026-05-15T07:00:00Z,15 27 53.1,231.97124999999997,-24 04 30,-24.075,174.7,18.9,15.94,48.9,Map/Offsets   !,https://cgi.minorplanetcenter.net/cgi-bin/confirmeph2.cgi
20260515T083419Z,2026-05-15T08:34:19.952321Z,20260515T083419Z_batch01,6EE3C21,2026-05-15T08:00:00Z,15 28 45.3,232.18875,-23 54 06,-23.901666666666664,174.9,18.9,15.67,48.8,Map/Offsets   !,https://cgi.minorplanetcenter.net/cgi-bin/confirmeph2.cgi
20260515T083419Z,2026-05-15T08:34:19.952321Z,20260515T083419Z_batch01,6EE3C21,2026-05-15T09:00:00Z,15 29 36.4,232.40166666666667,-23 43 52,-23.731111111111108,175.1,18.9,15.41,48.7,Map/Offsets   !,https://cgi.minorplanetcenter.net/cgi-bin/confirmeph2.cgi
20260515T083419Z,2026-05-15T08:34:19.952321Z,20260515T083419Z_batch01,6EE3C21,2026-05-15T10:00:00Z,15 30 26.5,232.61041666666665,-23 33 46,-23.56277777777778,175.2,18.9,15.15,48.6,Map/Offsets   !,https://cgi.minorplanetcenter.net/cgi-bin/confirmeph2.cgi
20260515T083419Z,2026-05-15T08:34:19.952321Z,20260515T083419Z_batch01,6EE3C21,2026-05-15T11:00:00Z,15 31 15.6,232.815,-23 23 50,-23.397222222222222,175.4,18.9,14.9,48.6,Map/Offsets   !,https://cgi.minorplanetcenter.net/cgi-bin/confirmeph2.cgi
20260515T083419Z,2026-05-15T08:34:19.952321Z,20260515T083419Z_batch01,6EE3C21,2026-05-15T12:00:00Z,15 32 03.8,233.01583333333335,-23 14 03,-23.234166666666667,175.5,19.0,14.65,48.5,Map/Offsets   !,https://cgi.minorplanetcenter.net/cgi-bin/confirmeph2.cgi
20260515T083419Z,2026-05-15T08:34:19.952321Z,20260515T083419Z_batch01,6EE3C21,2026-05-15T13:00:00Z,15 32 51.1,233.21291666666664,-23 04 24,-23.073333333333334,175.6,19.0,14.41,48.4,Map/Offsets   !,https://cgi.minorplanetcenter.net/cgi-bin/confirmeph2.cgi
20260515T083419Z,2026-05-15T08:34:19.952321Z,20260515T083419Z_batch01,6EE3C21,2026-05-15T14:00:00Z,15 33 37.6,233.40666666666667,-22 54 54,-22.915,175.8,19.0,14.18,48.3,Map/Offsets   !,https://cgi.minorplanetcenter.net/cgi-bin/confirmeph2.cgi
20260515T083419Z,2026-05-15T08:34:19.952321Z,20260515T083419Z_batch01,6EE3C21,2026-05-15T15:00:00Z,15 34 23.1,233.59625,-22 45 33,-22.759166666666665,175.9,19.0,13.95,48.2,Map/Offsets   !,https://cgi.minorplanetcenter.net/cgi-bin/confirmeph2.cgi
20260515T083419Z,2026-05-15T08:34:19.952321Z,20260515T083419Z_batch01,6EE3C21,2026-05-15T16:00:00Z,15 35 07.8,233.78250000000003,-22 36 20,-22.605555555555558,176.0,19.0,13.72,48.2,Map/Offsets   !,https://cgi.minorplanetcenter.net/cgi-bin/confirmeph2.cgi
