snapshot_id,fetched_at_utc,batch_id,designation,ephem_time_utc,ra_hms,ra_deg,dec_dms,dec_deg,elong_deg,v_mag,motion_arcsec_per_min,pa_deg,uncertainty,source_url
20260715T190001Z,2026-07-15T19:00:01.866195Z,20260715T190001Z_batch01,A11EJqb,2026-07-15T18:00:00Z,03 18 46.8,49.69499999999999,-20 34 40,-20.57777777777778,76.2,18.8,0.29,40.1,Map/Offsets,https://cgi.minorplanetcenter.net/cgi-bin/confirmeph2.cgi
20260715T190001Z,2026-07-15T19:00:01.866195Z,20260715T190001Z_batch01,A11EJqb,2026-07-15T19:00:00Z,03 18 47.6,49.69833333333333,-20 34 27,-20.574166666666667,76.2,18.8,0.29,40.1,Map/Offsets,https://cgi.minorplanetcenter.net/cgi-bin/confirmeph2.cgi
20260715T190001Z,2026-07-15T19:00:01.866195Z,20260715T190001Z_batch01,A11EJqb,2026-07-15T20:00:00Z,03 18 48.3,49.701249999999995,-20 34 14,-20.570555555555554,76.2,18.8,0.29,40.0,Map/Offsets,https://cgi.minorplanetcenter.net/cgi-bin/confirmeph2.cgi
20260715T190001Z,2026-07-15T19:00:01.866195Z,20260715T190001Z_batch01,A11EJqb,2026-07-15T21:00:00Z,03 18 49.1,49.70458333333333,-20 34 00,-20.566666666666666,76.3,18.8,0.29,40.0,Map/Offsets,https://cgi.minorplanetcenter.net/cgi-bin/confirmeph2.cgi
20260715T190001Z,2026-07-15T19:00:01.866195Z,20260715T190001Z_batch01,A11EJqb,2026-07-15T22:00:00Z,03 18 49.9,49.70791666666667,-20 33 47,-20.563055555555557,76.3,18.8,0.28,40.0,Map/Offsets,https://cgi.minorplanetcenter.net/cgi-bin/confirmeph2.cgi
20260715T190001Z,2026-07-15T19:00:01.866195Z,20260715T190001Z_batch01,A11EJqb,2026-07-15T23:00:00Z,03 18 50.7,49.71124999999999,-20 33 34,-20.559444444444445,76.3,18.8,0.28,39.9,Map/Offsets,https://cgi.minorplanetcenter.net/cgi-bin/confirmeph2.cgi
20260715T190001Z,2026-07-15T19:00:01.866195Z,20260715T190001Z_batch01,A11EJqb,2026-07-16T00:00:00Z,03 18 51.5,49.71458333333333,-20 33 21,-20.555833333333332,76.3,18.8,0.28,39.9,Map/Offsets,https://cgi.minorplanetcenter.net/cgi-bin/confirmeph2.cgi
20260715T190001Z,2026-07-15T19:00:01.866195Z,20260715T190001Z_batch01,A11EJqb,2026-07-16T01:00:00Z,03 18 52.2,49.717499999999994,-20 33 08,-20.552222222222223,76.4,18.8,0.28,39.8,Map/Offsets,https://cgi.minorplanetcenter.net/cgi-bin/confirmeph2.cgi
20260715T190001Z,2026-07-15T19:00:01.866195Z,20260715T190001Z_batch01,A11EJqb,2026-07-16T02:00:00Z,03 18 53.0,49.72083333333333,-20 32 55,-20.548611111111114,76.4,18.8,0.28,39.8,Map/Offsets,https://cgi.minorplanetcenter.net/cgi-bin/confirmeph2.cgi
20260715T190001Z,2026-07-15T19:00:01.866195Z,20260715T190001Z_batch01,A11EJqb,2026-07-16T03:00:00Z,03 18 53.8,49.72416666666667,-20 32 42,-20.545,76.4,18.8,0.28,39.7,Map/Offsets,https://cgi.minorplanetcenter.net/cgi-bin/confirmeph2.cgi
