snapshot_id,fetched_at_utc,batch_id,designation,ephem_time_utc,ra_hms,ra_deg,dec_dms,dec_deg,elong_deg,v_mag,motion_arcsec_per_min,pa_deg,uncertainty,source_url
20260516T043500Z,2026-05-16T04:35:00.051542Z,20260516T043500Z_batch01,A11Cswo,2026-05-16T03:00:00Z,17 18 31.9,259.6329166666667,-23 50 11,-23.836388888888887,154.4,18.9,1.62,285.5,Map/Offsets,https://cgi.minorplanetcenter.net/cgi-bin/confirmeph2.cgi
20260516T043500Z,2026-05-16T04:35:00.051542Z,20260516T043500Z_batch01,A11Cswo,2026-05-16T04:00:00Z,17 18 25.0,259.60416666666663,-23 49 45,-23.829166666666666,154.4,18.9,1.63,285.5,Map/Offsets,https://cgi.minorplanetcenter.net/cgi-bin/confirmeph2.cgi
20260516T043500Z,2026-05-16T04:35:00.051542Z,20260516T043500Z_batch01,A11Cswo,2026-05-16T05:00:00Z,17 18 18.2,259.5758333333333,-23 49 19,-23.821944444444444,154.5,18.9,1.64,285.5,Map/Offsets,https://cgi.minorplanetcenter.net/cgi-bin/confirmeph2.cgi
20260516T043500Z,2026-05-16T04:35:00.051542Z,20260516T043500Z_batch01,A11Cswo,2026-05-16T06:00:00Z,17 18 11.2,259.5466666666667,-23 48 53,-23.814722222222223,154.6,18.9,1.64,285.5,Map/Offsets,https://cgi.minorplanetcenter.net/cgi-bin/confirmeph2.cgi
20260516T043500Z,2026-05-16T04:35:00.051542Z,20260516T043500Z_batch01,A11Cswo,2026-05-16T07:00:00Z,17 18 04.3,259.5179166666667,-23 48 26,-23.807222222222222,154.6,18.9,1.65,285.5,Map/Offsets,https://cgi.minorplanetcenter.net/cgi-bin/confirmeph2.cgi
20260516T043500Z,2026-05-16T04:35:00.051542Z,20260516T043500Z_batch01,A11Cswo,2026-05-16T08:00:00Z,17 17 57.3,259.48875,-23 48 00,-23.8,154.7,18.9,1.66,285.5,Map/Offsets,https://cgi.minorplanetcenter.net/cgi-bin/confirmeph2.cgi
20260516T043500Z,2026-05-16T04:35:00.051542Z,20260516T043500Z_batch01,A11Cswo,2026-05-16T09:00:00Z,17 17 50.3,259.45958333333334,-23 47 33,-23.7925,154.8,18.9,1.67,285.5,Map/Offsets,https://cgi.minorplanetcenter.net/cgi-bin/confirmeph2.cgi
20260516T043500Z,2026-05-16T04:35:00.051542Z,20260516T043500Z_batch01,A11Cswo,2026-05-16T10:00:00Z,17 17 43.3,259.4304166666667,-23 47 06,-23.785,154.8,18.9,1.67,285.5,Map/Offsets,https://cgi.minorplanetcenter.net/cgi-bin/confirmeph2.cgi
20260516T043500Z,2026-05-16T04:35:00.051542Z,20260516T043500Z_batch01,A11Cswo,2026-05-16T11:00:00Z,17 17 36.2,259.40083333333337,-23 46 40,-23.77777777777778,154.9,18.8,1.68,285.5,Map/Offsets,https://cgi.minorplanetcenter.net/cgi-bin/confirmeph2.cgi
20260516T043500Z,2026-05-16T04:35:00.051542Z,20260516T043500Z_batch01,A11Cswo,2026-05-16T12:00:00Z,17 17 29.1,259.37125,-23 46 13,-23.77027777777778,155.0,18.8,1.69,285.5,Map/Offsets,https://cgi.minorplanetcenter.net/cgi-bin/confirmeph2.cgi
20260516T043500Z,2026-05-16T04:35:00.051542Z,20260516T043500Z_batch01,A11Cswo,2026-05-16T13:00:00Z,17 17 22.0,259.3416666666667,-23 45 46,-23.762777777777778,155.1,18.8,1.69,285.5,Map/Offsets,https://cgi.minorplanetcenter.net/cgi-bin/confirmeph2.cgi
20260516T043500Z,2026-05-16T04:35:00.051542Z,20260516T043500Z_batch01,A11Cswo,2026-05-16T14:00:00Z,17 17 14.8,259.3116666666667,-23 45 18,-23.755,155.1,18.8,1.7,285.5,Map/Offsets,https://cgi.minorplanetcenter.net/cgi-bin/confirmeph2.cgi
20260516T043500Z,2026-05-16T04:35:00.051542Z,20260516T043500Z_batch01,A11Cswo,2026-05-16T15:00:00Z,17 17 07.7,259.2820833333334,-23 44 51,-23.747500000000002,155.2,18.8,1.71,285.5,Map/Offsets,https://cgi.minorplanetcenter.net/cgi-bin/confirmeph2.cgi
20260516T043500Z,2026-05-16T04:35:00.051542Z,20260516T043500Z_batch01,A11Cswo,2026-05-16T16:00:00Z,17 17 00.4,259.25166666666667,-23 44 24,-23.740000000000002,155.3,18.8,1.72,285.5,Map/Offsets,https://cgi.minorplanetcenter.net/cgi-bin/confirmeph2.cgi
20260516T043500Z,2026-05-16T04:35:00.051542Z,20260516T043500Z_batch01,A11Cswo,2026-05-16T17:00:00Z,17 16 53.2,259.22166666666664,-23 43 56,-23.73222222222222,155.3,18.8,1.72,285.5,Map/Offsets,https://cgi.minorplanetcenter.net/cgi-bin/confirmeph2.cgi
20260516T043500Z,2026-05-16T04:35:00.051542Z,20260516T043500Z_batch01,A11Cswo,2026-05-16T18:00:00Z,17 16 45.9,259.19124999999997,-23 43 28,-23.724444444444444,155.4,18.8,1.73,285.5,Map/Offsets,https://cgi.minorplanetcenter.net/cgi-bin/confirmeph2.cgi
20260516T043500Z,2026-05-16T04:35:00.051542Z,20260516T043500Z_batch01,A11Cswo,2026-05-16T19:00:00Z,17 16 38.6,259.1608333333333,-23 43 01,-23.716944444444444,155.5,18.8,1.74,285.5,Map/Offsets,https://cgi.minorplanetcenter.net/cgi-bin/confirmeph2.cgi
20260516T043500Z,2026-05-16T04:35:00.051542Z,20260516T043500Z_batch01,A11Cswo,2026-05-16T20:00:00Z,17 16 31.3,259.13041666666663,-23 42 33,-23.709166666666665,155.5,18.8,1.75,285.5,Map/Offsets,https://cgi.minorplanetcenter.net/cgi-bin/confirmeph2.cgi
20260516T043500Z,2026-05-16T04:35:00.051542Z,20260516T043500Z_batch01,A11Cswo,2026-05-16T21:00:00Z,17 16 23.9,259.0995833333333,-23 42 05,-23.70138888888889,155.6,18.8,1.75,285.5,Map/Offsets,https://cgi.minorplanetcenter.net/cgi-bin/confirmeph2.cgi
20260516T043500Z,2026-05-16T04:35:00.051542Z,20260516T043500Z_batch01,A11Cswo,2026-05-16T22:00:00Z,17 16 16.5,259.06874999999997,-23 41 36,-23.693333333333335,155.7,18.8,1.76,285.5,Map/Offsets,https://cgi.minorplanetcenter.net/cgi-bin/confirmeph2.cgi
20260516T043500Z,2026-05-16T04:35:00.051542Z,20260516T043500Z_batch01,A11Cswo,2026-05-16T23:00:00Z,17 16 09.1,259.03791666666666,-23 41 08,-23.685555555555556,155.7,18.8,1.77,285.5,Map/Offsets,https://cgi.minorplanetcenter.net/cgi-bin/confirmeph2.cgi
20260516T043500Z,2026-05-16T04:35:00.051542Z,20260516T043500Z_batch01,A11Cswo,2026-05-17T00:00:00Z,17 16 01.7,259.0070833333333,-23 40 40,-23.67777777777778,155.8,18.8,1.78,285.5,Map/Offsets,https://cgi.minorplanetcenter.net/cgi-bin/confirmeph2.cgi
20260516T043500Z,2026-05-16T04:35:00.051542Z,20260516T043500Z_batch01,A11Cswo,2026-05-17T01:00:00Z,17 15 54.2,258.97583333333336,-23 40 11,-23.669722222222223,155.9,18.8,1.78,285.5,Map/Offsets,https://cgi.minorplanetcenter.net/cgi-bin/confirmeph2.cgi
20260516T043500Z,2026-05-16T04:35:00.051542Z,20260516T043500Z_batch01,A11Cswo,2026-05-17T02:00:00Z,17 15 46.7,258.9445833333333,-23 39 42,-23.661666666666665,155.9,18.8,1.79,285.5,Map/Offsets,https://cgi.minorplanetcenter.net/cgi-bin/confirmeph2.cgi
20260516T043500Z,2026-05-16T04:35:00.051542Z,20260516T043500Z_batch01,A11Cswo,2026-05-17T03:00:00Z,17 15 39.1,258.91291666666666,-23 39 13,-23.65361111111111,156.0,18.8,1.8,285.5,Map/Offsets,https://cgi.minorplanetcenter.net/cgi-bin/confirmeph2.cgi
20260516T043500Z,2026-05-16T04:35:00.051542Z,20260516T043500Z_batch01,ZTF10Du,2026-05-16T03:00:00Z,15 24 39.5,231.16458333333333,-29 02 15,-29.0375,169.9,17.2,49.18,117.9,Map/Offsets   !,https://cgi.minorplanetcenter.net/cgi-bin/confirmeph2.cgi
20260516T043500Z,2026-05-16T04:35:00.051542Z,20260516T043500Z_batch01,ZTF10Du,2026-05-16T04:00:00Z,15 27 54.5,231.97708333333333,-29 24 33,-29.409166666666664,169.6,17.3,46.93,117.5,Map/Offsets   !,https://cgi.minorplanetcenter.net/cgi-bin/confirmeph2.cgi
20260516T043500Z,2026-05-16T04:35:00.051542Z,20260516T043500Z_batch01,ZTF10Du,2026-05-16T05:00:00Z,15 31 02.0,232.75833333333335,-29 45 33,-29.759166666666665,169.3,17.3,44.8,117.1,Map/Offsets   !,https://cgi.minorplanetcenter.net/cgi-bin/confirmeph2.cgi
20260516T043500Z,2026-05-16T04:35:00.051542Z,20260516T043500Z_batch01,ZTF10Du,2026-05-16T06:00:00Z,15 34 02.3,233.50958333333332,-30 05 21,-30.089166666666664,168.9,17.4,42.81,116.7,Map/Offsets   !,https://cgi.minorplanetcenter.net/cgi-bin/confirmeph2.cgi
20260516T043500Z,2026-05-16T04:35:00.051542Z,20260516T043500Z_batch01,ZTF10Du,2026-05-16T07:00:00Z,15 36 55.8,234.2325,-30 24 02,-30.400555555555552,168.5,17.4,40.93,116.3,Map/Offsets   !,https://cgi.minorplanetcenter.net/cgi-bin/confirmeph2.cgi
20260516T043500Z,2026-05-16T04:35:00.051542Z,20260516T043500Z_batch01,ZTF10Du,2026-05-16T08:00:00Z,15 39 42.7,234.92791666666668,-30 41 41,-30.69472222222222,168.2,17.5,39.16,116.0,Map/Offsets   !,https://cgi.minorplanetcenter.net/cgi-bin/confirmeph2.cgi
20260516T043500Z,2026-05-16T04:35:00.051542Z,20260516T043500Z_batch01,ZTF10Du,2026-05-16T09:00:00Z,15 42 23.4,235.5975,-30 58 21,-30.972499999999997,167.8,17.6,37.5,115.6,Map/Offsets   !,https://cgi.minorplanetcenter.net/cgi-bin/confirmeph2.cgi
20260516T043500Z,2026-05-16T04:35:00.051542Z,20260516T043500Z_batch01,ZTF10Du,2026-05-16T10:00:00Z,15 44 58.3,236.24291666666664,-31 14 08,-31.235555555555557,167.4,17.6,35.93,115.3,Map/Offsets   !,https://cgi.minorplanetcenter.net/cgi-bin/confirmeph2.cgi
20260516T043500Z,2026-05-16T04:35:00.051542Z,20260516T043500Z_batch01,ZTF10Du,2026-05-16T11:00:00Z,15 47 27.4,236.86416666666665,-31 29 04,-31.484444444444446,167.1,17.7,34.45,115.0,Map/Offsets   !,https://cgi.minorplanetcenter.net/cgi-bin/confirmeph2.cgi
20260516T043500Z,2026-05-16T04:35:00.051542Z,20260516T043500Z_batch01,ZTF10Du,2026-05-16T12:00:00Z,15 49 51.3,237.46375,-31 43 14,-31.720555555555553,166.7,17.7,33.05,114.7,Map/Offsets   !,https://cgi.minorplanetcenter.net/cgi-bin/confirmeph2.cgi
20260516T043500Z,2026-05-16T04:35:00.051542Z,20260516T043500Z_batch01,ZTF10Du,2026-05-16T13:00:00Z,15 52 10.0,238.04166666666669,-31 56 40,-31.944444444444446,166.4,17.8,31.73,114.3,Map/Offsets   !,https://cgi.minorplanetcenter.net/cgi-bin/confirmeph2.cgi
20260516T043500Z,2026-05-16T04:35:00.051542Z,20260516T043500Z_batch01,ZTF10Du,2026-05-16T14:00:00Z,15 54 23.9,238.59958333333333,-32 09 24,-32.156666666666666,166.0,17.9,30.48,114.0,Map/Offsets   !,https://cgi.minorplanetcenter.net/cgi-bin/confirmeph2.cgi
20260516T043500Z,2026-05-16T04:35:00.051542Z,20260516T043500Z_batch01,ZTF10Du,2026-05-16T15:00:00Z,15 56 33.1,239.13791666666668,-32 21 31,-32.35861111111111,165.7,17.9,29.3,113.8,Map/Offsets   !,https://cgi.minorplanetcenter.net/cgi-bin/confirmeph2.cgi
20260516T043500Z,2026-05-16T04:35:00.051542Z,20260516T043500Z_batch01,ZTF10Du,2026-05-16T16:00:00Z,15 58 37.9,239.65791666666667,-32 33 02,-32.550555555555555,165.3,18.0,28.18,113.5,Map/Offsets   !,https://cgi.minorplanetcenter.net/cgi-bin/confirmeph2.cgi
20260516T043500Z,2026-05-16T04:35:00.051542Z,20260516T043500Z_batch01,ZTF10Du,2026-05-16T17:00:00Z,16 00 38.5,240.16041666666663,-32 43 59,-32.73305555555556,165.0,18.0,27.12,113.2,Map/Offsets   !,https://cgi.minorplanetcenter.net/cgi-bin/confirmeph2.cgi
20260516T043500Z,2026-05-16T04:35:00.051542Z,20260516T043500Z_batch01,ZTF10Du,2026-05-16T18:00:00Z,16 02 35.0,240.64583333333337,-32 54 25,-32.90694444444444,164.7,18.1,26.12,112.9,Map/Offsets   !,https://cgi.minorplanetcenter.net/cgi-bin/confirmeph2.cgi
20260516T043500Z,2026-05-16T04:35:00.051542Z,20260516T043500Z_batch01,ZTF10Du,2026-05-16T19:00:00Z,16 04 27.7,241.11541666666665,-33 04 21,-33.072500000000005,164.4,18.1,25.17,112.7,Map/Offsets   !,https://cgi.minorplanetcenter.net/cgi-bin/confirmeph2.cgi
20260516T043500Z,2026-05-16T04:35:00.051542Z,20260516T043500Z_batch01,ZTF10Du,2026-05-16T20:00:00Z,16 06 16.8,241.57,-33 13 50,-33.230555555555554,164.1,18.2,24.26,112.4,Map/Offsets   !,https://cgi.minorplanetcenter.net/cgi-bin/confirmeph2.cgi
20260516T043500Z,2026-05-16T04:35:00.051542Z,20260516T043500Z_batch01,ZTF10Du,2026-05-16T21:00:00Z,16 08 02.3,242.00958333333335,-33 22 53,-33.38138888888889,163.8,18.2,23.41,112.2,Map/Offsets   !,https://cgi.minorplanetcenter.net/cgi-bin/confirmeph2.cgi
20260516T043500Z,2026-05-16T04:35:00.051542Z,20260516T043500Z_batch01,ZTF10Du,2026-05-16T22:00:00Z,16 09 44.5,242.43541666666664,-33 31 31,-33.525277777777774,163.5,18.3,22.59,112.0,Map/Offsets   !,https://cgi.minorplanetcenter.net/cgi-bin/confirmeph2.cgi
20260516T043500Z,2026-05-16T04:35:00.051542Z,20260516T043500Z_batch01,ZTF10Du,2026-05-16T23:00:00Z,16 11 23.4,242.8475,-33 39 47,-33.66305555555555,163.2,18.3,21.82,111.7,Map/Offsets   !,https://cgi.minorplanetcenter.net/cgi-bin/confirmeph2.cgi
20260516T043500Z,2026-05-16T04:35:00.051542Z,20260516T043500Z_batch01,ZTF10Du,2026-05-17T00:00:00Z,16 12 59.3,243.24708333333334,-33 47 40,-33.794444444444444,163.0,18.4,21.08,111.5,Map/Offsets   !,https://cgi.minorplanetcenter.net/cgi-bin/confirmeph2.cgi
20260516T043500Z,2026-05-16T04:35:00.051542Z,20260516T043500Z_batch01,ZTF10Du,2026-05-17T01:00:00Z,16 14 32.2,243.6341666666667,-33 55 14,-33.92055555555555,162.7,18.4,20.37,111.3,Map/Offsets   !,https://cgi.minorplanetcenter.net/cgi-bin/confirmeph2.cgi
20260516T043500Z,2026-05-16T04:35:00.051542Z,20260516T043500Z_batch01,ZTF10Du,2026-05-17T02:00:00Z,16 16 02.4,244.01,-34 02 28,-34.04111111111111,162.5,18.5,19.7,111.1,Map/Offsets   !,https://cgi.minorplanetcenter.net/cgi-bin/confirmeph2.cgi
20260516T043500Z,2026-05-16T04:35:00.051542Z,20260516T043500Z_batch01,ZTF10Du,2026-05-17T03:00:00Z,16 17 29.8,244.3741666666667,-34 09 24,-34.156666666666666,162.2,18.5,19.07,110.9,Map/Offsets   !,https://cgi.minorplanetcenter.net/cgi-bin/confirmeph2.cgi
20260516T043500Z,2026-05-16T04:35:00.051542Z,20260516T043500Z_batch01,ST26E84,2026-05-16T03:00:00Z,14 52 54.7,223.2279166666667,+10 44 00,10.733333333333333,148.9,20.0,11.74,89.4,Map/Offsets,https://cgi.minorplanetcenter.net/cgi-bin/confirmeph2.cgi
20260516T043500Z,2026-05-16T04:35:00.051542Z,20260516T043500Z_batch01,ST26E84,2026-05-16T04:00:00Z,14 53 42.3,223.42624999999998,+10 44 06,10.735,148.9,20.0,11.64,89.5,Map/Offsets,https://cgi.minorplanetcenter.net/cgi-bin/confirmeph2.cgi
20260516T043500Z,2026-05-16T04:35:00.051542Z,20260516T043500Z_batch01,ST26E84,2026-05-16T05:00:00Z,14 54 29.5,223.6229166666667,+10 44 12,10.736666666666666,148.9,20.0,11.53,89.5,Map/Offsets,https://cgi.minorplanetcenter.net/cgi-bin/confirmeph2.cgi
