snapshot_id,fetched_at_utc,batch_id,designation,ephem_time_utc,ra_hms,ra_deg,dec_dms,dec_deg,elong_deg,v_mag,motion_arcsec_per_min,pa_deg,uncertainty,source_url
20260520T074112Z,2026-05-20T07:41:12.173369Z,20260520T074112Z_batch01,ST26EB8,2026-05-20T06:00:00Z,16 45 50.6,251.4608333333333,+09 49 00,9.816666666666666,146.9,19.7,28.23,37.4,Map/Offsets   !,https://cgi.minorplanetcenter.net/cgi-bin/confirmeph2.cgi
20260520T074112Z,2026-05-20T07:41:12.173369Z,20260520T074112Z_batch01,ST26EB8,2026-05-20T07:00:00Z,16 46 59.9,251.7495833333333,+10 11 18,10.188333333333334,146.4,19.7,27.92,37.5,Map/Offsets   !,https://cgi.minorplanetcenter.net/cgi-bin/confirmeph2.cgi
20260520T074112Z,2026-05-20T07:41:12.173369Z,20260520T074112Z_batch01,ST26EB8,2026-05-20T08:00:00Z,16 48 08.6,252.03583333333333,+10 33 19,10.555277777777778,146.0,19.7,27.6,37.5,Map/Offsets   !,https://cgi.minorplanetcenter.net/cgi-bin/confirmeph2.cgi
20260520T074112Z,2026-05-20T07:41:12.173369Z,20260520T074112Z_batch01,ST26EB8,2026-05-20T09:00:00Z,16 49 16.8,252.31999999999996,+10 55 04,10.917777777777777,145.6,19.7,27.3,37.6,Map/Offsets   !,https://cgi.minorplanetcenter.net/cgi-bin/confirmeph2.cgi
20260520T074112Z,2026-05-20T07:41:12.173369Z,20260520T074112Z_batch01,ST26EB8,2026-05-20T10:00:00Z,16 50 24.3,252.60125,+11 16 34,11.276111111111112,145.1,19.8,26.99,37.6,Map/Offsets   !,https://cgi.minorplanetcenter.net/cgi-bin/confirmeph2.cgi
20260520T074112Z,2026-05-20T07:41:12.173369Z,20260520T074112Z_batch01,ST26EB8,2026-05-20T11:00:00Z,16 51 31.2,252.88000000000002,+11 37 49,11.630277777777778,144.7,19.8,26.68,37.7,Map/Offsets   !,https://cgi.minorplanetcenter.net/cgi-bin/confirmeph2.cgi
20260520T074112Z,2026-05-20T07:41:12.173369Z,20260520T074112Z_batch01,ST26EB8,2026-05-20T12:00:00Z,16 52 37.5,253.15625000000003,+11 58 48,11.98,144.3,19.8,26.38,37.8,Map/Offsets   !,https://cgi.minorplanetcenter.net/cgi-bin/confirmeph2.cgi
20260520T074112Z,2026-05-20T07:41:12.173369Z,20260520T074112Z_batch01,ST26EB8,2026-05-20T13:00:00Z,16 53 43.3,253.43041666666667,+12 19 31,12.325277777777778,143.9,19.8,26.07,37.8,Map/Offsets   !,https://cgi.minorplanetcenter.net/cgi-bin/confirmeph2.cgi
20260520T074112Z,2026-05-20T07:41:12.173369Z,20260520T074112Z_batch01,ST26EB8,2026-05-20T14:00:00Z,16 54 48.5,253.70208333333332,+12 40 00,12.666666666666666,143.5,19.9,25.77,37.9,Map/Offsets   !,https://cgi.minorplanetcenter.net/cgi-bin/confirmeph2.cgi
20260520T074112Z,2026-05-20T07:41:12.173369Z,20260520T074112Z_batch01,ST26EB8,2026-05-20T15:00:00Z,16 55 53.0,253.97083333333336,+13 00 13,13.00361111111111,143.0,19.9,25.48,37.9,Map/Offsets   !,https://cgi.minorplanetcenter.net/cgi-bin/confirmeph2.cgi
20260520T074112Z,2026-05-20T07:41:12.173369Z,20260520T074112Z_batch01,ST26EB8,2026-05-20T16:00:00Z,16 56 57.1,254.23791666666665,+13 20 11,13.336388888888889,142.6,19.9,25.18,38.0,Map/Offsets   !,https://cgi.minorplanetcenter.net/cgi-bin/confirmeph2.cgi
20260520T074112Z,2026-05-20T07:41:12.173369Z,20260520T074112Z_batch01,ST26EB8,2026-05-20T17:00:00Z,16 58 00.5,254.5020833333333,+13 39 54,13.665000000000001,142.2,19.9,24.89,38.1,Map/Offsets   !,https://cgi.minorplanetcenter.net/cgi-bin/confirmeph2.cgi
20260520T074112Z,2026-05-20T07:41:12.173369Z,20260520T074112Z_batch01,ST26EB8,2026-05-20T18:00:00Z,16 59 03.4,254.7641666666667,+13 59 22,13.989444444444443,141.8,20.0,24.6,38.1,Map/Offsets   !,https://cgi.minorplanetcenter.net/cgi-bin/confirmeph2.cgi
20260520T074112Z,2026-05-20T07:41:12.173369Z,20260520T074112Z_batch01,ST26EB8,2026-05-20T19:00:00Z,17 00 05.7,255.02374999999998,+14 18 36,14.31,141.5,20.0,24.31,38.2,Map/Offsets   !,https://cgi.minorplanetcenter.net/cgi-bin/confirmeph2.cgi
20260520T074112Z,2026-05-20T07:41:12.173369Z,20260520T074112Z_batch01,ST26EB8,2026-05-20T20:00:00Z,17 01 07.5,255.28125,+14 37 35,14.62638888888889,141.1,20.0,24.02,38.3,Map/Offsets   !,https://cgi.minorplanetcenter.net/cgi-bin/confirmeph2.cgi
20260520T074112Z,2026-05-20T07:41:12.173369Z,20260520T074112Z_batch01,ST26EB8,2026-05-20T21:00:00Z,17 02 08.7,255.53625,+14 56 19,14.938611111111111,140.7,20.0,23.74,38.3,Map/Offsets   !,https://cgi.minorplanetcenter.net/cgi-bin/confirmeph2.cgi
20260520T074112Z,2026-05-20T07:41:12.173369Z,20260520T074112Z_batch01,ST26EB8,2026-05-20T22:00:00Z,17 03 09.4,255.7891666666667,+15 14 49,15.246944444444443,140.3,20.0,23.46,38.4,Map/Offsets   !,https://cgi.minorplanetcenter.net/cgi-bin/confirmeph2.cgi
20260520T074112Z,2026-05-20T07:41:12.173369Z,20260520T074112Z_batch01,ST26EB8,2026-05-20T23:00:00Z,17 04 09.5,256.0395833333333,+15 33 06,15.551666666666668,139.9,20.1,23.18,38.5,Map/Offsets   !,https://cgi.minorplanetcenter.net/cgi-bin/confirmeph2.cgi
20260520T074112Z,2026-05-20T07:41:12.173369Z,20260520T074112Z_batch01,ST26EB8,2026-05-21T00:00:00Z,17 05 09.1,256.28791666666666,+15 51 08,15.852222222222222,139.6,20.1,22.91,38.5,Map/Offsets   !,https://cgi.minorplanetcenter.net/cgi-bin/confirmeph2.cgi
20260520T074112Z,2026-05-20T07:41:12.173369Z,20260520T074112Z_batch01,ST26EB8,2026-05-21T01:00:00Z,17 06 08.2,256.5341666666667,+16 08 56,16.148888888888887,139.2,20.1,22.63,38.6,Map/Offsets   !,https://cgi.minorplanetcenter.net/cgi-bin/confirmeph2.cgi
20260520T074112Z,2026-05-20T07:41:12.173369Z,20260520T074112Z_batch01,ST26EB8,2026-05-21T02:00:00Z,17 07 06.7,256.77791666666667,+16 26 30,16.441666666666666,138.9,20.1,22.36,38.7,Map/Offsets   !,https://cgi.minorplanetcenter.net/cgi-bin/confirmeph2.cgi
20260520T074112Z,2026-05-20T07:41:12.173369Z,20260520T074112Z_batch01,ST26EB8,2026-05-21T03:00:00Z,17 08 04.7,257.0195833333333,+16 43 51,16.730833333333333,138.5,20.2,22.1,38.7,Map/Offsets   !,https://cgi.minorplanetcenter.net/cgi-bin/confirmeph2.cgi
20260520T074112Z,2026-05-20T07:41:12.173369Z,20260520T074112Z_batch01,ST26EB8,2026-05-21T04:00:00Z,17 09 02.2,257.25916666666666,+17 00 59,17.01638888888889,138.2,20.2,21.83,38.8,Map/Offsets   !,https://cgi.minorplanetcenter.net/cgi-bin/confirmeph2.cgi
20260520T074112Z,2026-05-20T07:41:12.173369Z,20260520T074112Z_batch01,ST26EB8,2026-05-21T05:00:00Z,17 09 59.2,257.49666666666667,+17 17 53,17.298055555555557,137.8,20.2,21.57,38.9,Map/Offsets   !,https://cgi.minorplanetcenter.net/cgi-bin/confirmeph2.cgi
20260520T074112Z,2026-05-20T07:41:12.173369Z,20260520T074112Z_batch01,ST26EB8,2026-05-21T06:00:00Z,17 10 55.7,257.7320833333333,+17 34 34,17.57611111111111,137.5,20.2,21.32,39.0,Map/Offsets   !,https://cgi.minorplanetcenter.net/cgi-bin/confirmeph2.cgi
20260520T074112Z,2026-05-20T07:41:12.173369Z,20260520T074112Z_batch01,CEN5QX2,2026-05-20T06:00:00Z,16 09 09.7,242.29041666666663,-15 04 09,-15.069166666666666,172.8,20.4,3.71,75.9,Map/Offsets,https://cgi.minorplanetcenter.net/cgi-bin/confirmeph2.cgi
20260520T074112Z,2026-05-20T07:41:12.173369Z,20260520T074112Z_batch01,CEN5QX2,2026-05-20T07:00:00Z,16 09 24.6,242.35249999999996,-15 03 15,-15.054166666666667,172.7,20.4,3.73,75.9,Map/Offsets,https://cgi.minorplanetcenter.net/cgi-bin/confirmeph2.cgi
20260520T074112Z,2026-05-20T07:41:12.173369Z,20260520T074112Z_batch01,CEN5QX2,2026-05-20T08:00:00Z,16 09 39.7,242.41541666666663,-15 02 20,-15.03888888888889,172.7,20.4,3.75,75.9,Map/Offsets,https://cgi.minorplanetcenter.net/cgi-bin/confirmeph2.cgi
20260520T074112Z,2026-05-20T07:41:12.173369Z,20260520T074112Z_batch01,CEN5QX2,2026-05-20T09:00:00Z,16 09 54.8,242.4783333333333,-15 01 25,-15.023611111111112,172.7,20.4,3.78,75.8,Map/Offsets,https://cgi.minorplanetcenter.net/cgi-bin/confirmeph2.cgi
