snapshot_id,fetched_at_utc,designation,score,score_0_1,discovery_date_mpc,ra_hours,ra_deg,dec_deg,v_mag,status,updated_mpc,note,nobs,arc_days,h_mag,not_seen_days,source_url
20260526T104505Z,2026-05-26T10:45:05.750975Z,C1F41L5,100,1.0,2026-05-26.40,16.0227,240.34050000000002,7.2654,19.8,Updated,May 26.44 UT,,8,0.05,23.7,0.017,https://minorplanetcenter.net/iau/NEO/neocp.txt
20260526T104505Z,2026-05-26T10:45:05.750975Z,CEP5WU2,100,1.0,2026-05-26.40,17.4092,261.138,50.111,21.1,Updated,May 26.44 UT,,10,0.06,26.1,0.018,https://minorplanetcenter.net/iau/NEO/neocp.txt
20260526T104505Z,2026-05-26T10:45:05.750975Z,C1F4195,100,1.0,2026-05-26.40,16.1061,241.59150000000002,7.5012,22.2,Added,May 26.41 UT,,3,0.01,27.5,0.054,https://minorplanetcenter.net/iau/NEO/neocp.txt
20260526T104505Z,2026-05-26T10:45:05.750975Z,C1F4075,100,1.0,2026-05-26.40,16.0475,240.71249999999998,27.8514,22.2,Added,May 26.39 UT,,4,0.02,25.3,0.071,https://minorplanetcenter.net/iau/NEO/neocp.txt
20260526T104505Z,2026-05-26T10:45:05.750975Z,P12nfxd,91,0.91,2026-05-25.60,17.8301,267.4515,16.3722,21.9,Updated,May 26.45 UT,,14,2.0,22.6,0.014,https://minorplanetcenter.net/iau/NEO/neocp.txt
20260526T104505Z,2026-05-26T10:45:05.750975Z,P12nfwU,94,0.94,2026-05-25.50,16.9138,253.70699999999997,14.5877,21.7,Updated,May 26.28 UT,,11,8.88,23.4,0.178,https://minorplanetcenter.net/iau/NEO/neocp.txt
20260526T104505Z,2026-05-26T10:45:05.750975Z,C1F32J5,100,1.0,2026-05-25.40,17.2024,258.036,13.4453,21.9,Updated,May 26.31 UT,,7,0.85,23.5,0.151,https://minorplanetcenter.net/iau/NEO/neocp.txt
20260526T104505Z,2026-05-26T10:45:05.750975Z,C1F3245,80,0.8,2026-05-25.40,17.0132,255.198,10.6093,22.9,Added,May 25.48 UT,,4,0.02,16.9,0.98,https://minorplanetcenter.net/iau/NEO/neocp.txt
20260526T104505Z,2026-05-26T10:45:05.750975Z,SJA1250,100,1.0,2026-05-24.90,16.8688,253.032,61.4076,20.3,Added,May 25.42 UT,,3,0.03,17.5,1.482,https://minorplanetcenter.net/iau/NEO/neocp.txt
20260526T104505Z,2026-05-26T10:45:05.750975Z,C1F2X35,96,0.96,2026-05-25.40,16.333,244.99499999999998,1.0059,21.8,Updated,May 26.18 UT,,12,0.79,22.7,0.29,https://minorplanetcenter.net/iau/NEO/neocp.txt
20260526T104505Z,2026-05-26T10:45:05.750975Z,C1F2HL5,100,1.0,2026-05-25.40,16.3984,245.97599999999997,-11.6145,22.4,Updated,May 25.43 UT,,8,0.07,25.5,1.025,https://minorplanetcenter.net/iau/NEO/neocp.txt
20260526T104505Z,2026-05-26T10:45:05.750975Z,C1F2HK5,86,0.86,2026-05-25.40,16.1678,242.517,-12.0041,21.7,Updated,May 26.35 UT,,17,1.99,22.7,0.111,https://minorplanetcenter.net/iau/NEO/neocp.txt
20260526T104505Z,2026-05-26T10:45:05.750975Z,C1F1TD5,100,1.0,2026-05-25.30,15.7388,236.082,4.7586,23.6,Updated,May 26.35 UT,,4,0.02,33.6,1.124,https://minorplanetcenter.net/iau/NEO/neocp.txt
20260526T104505Z,2026-05-26T10:45:05.750975Z,C03UYWZ,100,1.0,2026-05-23.40,16.7418,251.127,12.2655,22.4,Updated,May 26.16 UT,,7,2.0,23.1,1.008,https://minorplanetcenter.net/iau/NEO/neocp.txt
20260526T104505Z,2026-05-26T10:45:05.750975Z,A11CUyv,94,0.94,2026-05-24.10,17.5824,263.736,-56.7271,19.2,Updated,May 26.35 UT,,17,1.97,19.1,0.339,https://minorplanetcenter.net/iau/NEO/neocp.txt
20260526T104505Z,2026-05-26T10:45:05.750975Z,P12nfw2,100,1.0,2026-05-24.60,21.0619,315.92850000000004,-3.7102,21.7,Updated,May 26.34 UT,,8,1.73,20.3,0.13,https://minorplanetcenter.net/iau/NEO/neocp.txt
20260526T104505Z,2026-05-26T10:45:05.750975Z,NAOCLYL,85,0.85,2026-05-23.80,15.9012,238.518,-19.4102,21.7,Updated,May 26.35 UT,,4,0.1,21.7,2.596,https://minorplanetcenter.net/iau/NEO/neocp.txt
20260526T104505Z,2026-05-26T10:45:05.750975Z,A11CQzo,100,1.0,2026-05-24.40,21.5046,322.569,-17.923,20.2,Updated,May 26.35 UT,,5,0.05,29.8,2.018,https://minorplanetcenter.net/iau/NEO/neocp.txt
20260526T104505Z,2026-05-26T10:45:05.750975Z,oKr0080,100,1.0,2026-05-23.90,23.4889,352.3335,18.5507,20.2,Updated,May 26.34 UT,,3,0.0,17.1,2.562,https://minorplanetcenter.net/iau/NEO/neocp.txt
20260526T104505Z,2026-05-26T10:45:05.750975Z,C1F1535,97,0.97,2026-05-24.40,16.7577,251.3655,6.5352,22.4,Updated,May 26.35 UT,,11,0.87,23.3,1.167,https://minorplanetcenter.net/iau/NEO/neocp.txt
20260526T104505Z,2026-05-26T10:45:05.750975Z,C1F0TQ5,77,0.77,2026-05-24.40,15.8458,237.687,-8.5389,21.8,Updated,May 26.20 UT,,18,3.85,24.4,0.267,https://minorplanetcenter.net/iau/NEO/neocp.txt
20260526T104505Z,2026-05-26T10:45:05.750975Z,C1F0EU5,80,0.8,2026-05-24.30,15.4106,231.15900000000002,-10.0888,22.0,Updated,May 26.33 UT,,13,1.97,20.0,0.164,https://minorplanetcenter.net/iau/NEO/neocp.txt
20260526T104505Z,2026-05-26T10:45:05.750975Z,C1F0295,80,0.8,2026-05-24.30,15.3148,229.722,-7.0775,22.1,Updated,May 26.10 UT,,20,1.78,22.2,0.361,https://minorplanetcenter.net/iau/NEO/neocp.txt
20260526T104505Z,2026-05-26T10:45:05.750975Z,6EN3D21,100,1.0,2026-05-24.20,16.4662,246.993,-79.7902,18.7,Updated,May 25.35 UT,,3,0.01,21.1,2.217,https://minorplanetcenter.net/iau/NEO/neocp.txt
20260526T104505Z,2026-05-26T10:45:05.750975Z,C1EYPU5,100,1.0,2026-05-23.40,15.8644,237.966,3.3515,22.8,Updated,May 26.35 UT,,11,1.87,24.1,1.203,https://minorplanetcenter.net/iau/NEO/neocp.txt
20260526T104505Z,2026-05-26T10:45:05.750975Z,C1EYD55,24,0.24,2026-05-23.30,15.7406,236.109,-13.5654,22.2,Updated,May 26.43 UT,,18,3.07,20.5,0.047,https://minorplanetcenter.net/iau/NEO/neocp.txt
20260526T104505Z,2026-05-26T10:45:05.750975Z,NAOCBPP,99,0.99,2026-05-20.70,14.9033,223.5495,-20.949,22.3,Updated,May 25.35 UT,,4,0.13,22.4,5.602,https://minorplanetcenter.net/iau/NEO/neocp.txt
20260526T104505Z,2026-05-26T10:45:05.750975Z,C46CD31,100,1.0,2026-05-21.40,1.57,23.55,-2.9642,27.7,Updated,May 25.35 UT,,7,0.05,28.6,5.01,https://minorplanetcenter.net/iau/NEO/neocp.txt
20260526T104505Z,2026-05-26T10:45:05.750975Z,ST26ED1,98,0.98,2026-05-21.20,1.7364,26.046,-14.501,28.1,Updated,May 25.35 UT,,20,0.16,30.2,5.068,https://minorplanetcenter.net/iau/NEO/neocp.txt
20260526T104505Z,2026-05-26T10:45:05.750975Z,ST26EC8,98,0.98,2026-05-20.40,21.8829,328.2435,-31.0103,23.4,Updated,May 25.35 UT,,6,0.14,28.6,6.015,https://minorplanetcenter.net/iau/NEO/neocp.txt
20260526T104505Z,2026-05-26T10:45:05.750975Z,ST26EC7,98,0.98,2026-05-20.40,2.4828,37.242000000000004,-8.3829,30.3,Updated,May 25.35 UT,,6,0.11,30.3,6.022,https://minorplanetcenter.net/iau/NEO/neocp.txt
