snapshot_id,fetched_at_utc,designation,score,score_0_1,discovery_date_mpc,ra_hours,ra_deg,dec_deg,v_mag,status,updated_mpc,note,nobs,arc_days,h_mag,not_seen_days,source_url
20260513T163247Z,2026-05-13T16:32:47.748013Z,OCA1642,79,0.79,2026-05-13.10,13.7767,206.6505,-31.1295,19.4,Added,May 13.56 UT,,3,0.02,13.4,0.565,https://minorplanetcenter.net/iau/NEO/neocp.txt
20260513T163247Z,2026-05-13T16:32:47.748013Z,P22nay8,81,0.81,2026-05-13.40,15.7781,236.6715,-1.8406,21.3,Added,May 13.52 UT,,3,0.02,22.9,0.235,https://minorplanetcenter.net/iau/NEO/neocp.txt
20260513T163247Z,2026-05-13T16:32:47.748013Z,P22nawA,100,1.0,2026-05-13.40,15.1442,227.16299999999998,-3.2293,21.0,Added,May 13.52 UT,,3,0.02,22.1,0.233,https://minorplanetcenter.net/iau/NEO/neocp.txt
20260513T163247Z,2026-05-13T16:32:47.748013Z,ST26E50,98,0.98,2026-05-13.20,14.5159,217.73850000000002,-2.7831,19.7,Updated,May 13.66 UT,,13,0.38,26.8,0.06,https://minorplanetcenter.net/iau/NEO/neocp.txt
20260513T163247Z,2026-05-13T16:32:47.748013Z,A11Cmv6,100,1.0,2026-05-13.00,8.6818,130.227,-50.8235,18.7,Updated,May 13.51 UT,,7,0.43,17.7,0.212,https://minorplanetcenter.net/iau/NEO/neocp.txt
20260513T163247Z,2026-05-13T16:32:47.748013Z,ST26E47,76,0.76,2026-05-12.40,15.0337,225.50549999999998,-22.0531,19.3,Updated,May 13.69 UT,,19,1.25,25.0,0.024,https://minorplanetcenter.net/iau/NEO/neocp.txt
20260513T163247Z,2026-05-13T16:32:47.748013Z,P22n55t,36,0.36,2026-05-12.40,15.0178,225.267,-13.5998,21.4,Updated,May 13.34 UT,,11,5.01,19.8,0.359,https://minorplanetcenter.net/iau/NEO/neocp.txt
20260513T163247Z,2026-05-13T16:32:47.748013Z,P22n52K,79,0.79,2026-05-12.40,15.1646,227.469,-11.809,21.2,Updated,May 13.50 UT,,20,5.15,25.0,0.203,https://minorplanetcenter.net/iau/NEO/neocp.txt
20260513T163247Z,2026-05-13T16:32:47.748013Z,P22n4V7,100,1.0,2026-05-12.40,14.3914,215.871,-19.8162,21.8,Updated,May 13.34 UT,,12,0.95,21.1,0.355,https://minorplanetcenter.net/iau/NEO/neocp.txt
20260513T163247Z,2026-05-13T16:32:47.748013Z,P22n4V6,91,0.91,2026-05-12.40,13.9707,209.56050000000002,-22.9198,21.6,Updated,May 13.32 UT,,16,0.93,23.5,0.378,https://minorplanetcenter.net/iau/NEO/neocp.txt
20260513T163247Z,2026-05-13T16:32:47.748013Z,P22n4V9,83,0.83,2026-05-12.40,14.4268,216.402,-15.4624,21.8,Updated,May 13.50 UT,,17,1.09,24.7,0.207,https://minorplanetcenter.net/iau/NEO/neocp.txt
20260513T163247Z,2026-05-13T16:32:47.748013Z,CEM28F2,100,1.0,2026-05-12.40,17.8556,267.834,18.0863,21.0,Updated,May 13.37 UT,,15,0.97,25.1,0.321,https://minorplanetcenter.net/iau/NEO/neocp.txt
20260513T163247Z,2026-05-13T16:32:47.748013Z,P22n4PC,67,0.67,2026-05-12.40,13.97,209.55,-14.0726,20.7,Updated,May 13.03 UT,,8,0.65,21.2,0.679,https://minorplanetcenter.net/iau/NEO/neocp.txt
20260513T163247Z,2026-05-13T16:32:47.748013Z,P22n4PB,72,0.72,2026-05-12.30,13.677,205.155,-9.3345,21.1,Updated,May 13.33 UT,,19,25.87,24.0,0.381,https://minorplanetcenter.net/iau/NEO/neocp.txt
20260513T163247Z,2026-05-13T16:32:47.748013Z,CEM26R2,25,0.25,2026-05-12.40,16.611,249.16500000000002,15.4909,20.6,Updated,May 13.26 UT,,16,1.45,17.0,0.698,https://minorplanetcenter.net/iau/NEO/neocp.txt
20260513T163247Z,2026-05-13T16:32:47.748013Z,CEM1XD2,100,1.0,2026-05-12.30,14.5238,217.857,17.6348,22.1,Updated,May 12.41 UT,,11,0.11,17.1,1.278,https://minorplanetcenter.net/iau/NEO/neocp.txt
20260513T163247Z,2026-05-13T16:32:47.748013Z,CEM1R02,91,0.91,2026-05-12.30,13.5769,203.6535,16.9438,21.7,Updated,May 13.19 UT,,18,0.89,22.1,0.516,https://minorplanetcenter.net/iau/NEO/neocp.txt
20260513T163247Z,2026-05-13T16:32:47.748013Z,6EB3121,81,0.81,2026-05-12.00,10.3638,155.457,-14.7462,20.0,Updated,May 13.28 UT,,19,1.16,23.9,0.55,https://minorplanetcenter.net/iau/NEO/neocp.txt
20260513T163247Z,2026-05-13T16:32:47.748013Z,SO0005e,100,1.0,2026-05-11.70,23.7728,356.592,1.7484,25.0,Updated,May 13.34 UT,,3,0.0,28.9,1.981,https://minorplanetcenter.net/iau/NEO/neocp.txt
20260513T163247Z,2026-05-13T16:32:47.748013Z,SO0005d,100,1.0,2026-05-11.70,18.6458,279.687,-27.2349,20.7,Updated,May 13.34 UT,,4,0.0,28.3,1.98,https://minorplanetcenter.net/iau/NEO/neocp.txt
20260513T163247Z,2026-05-13T16:32:47.748013Z,SO0005c,100,1.0,2026-05-11.70,22.1346,332.019,-32.2478,22.3,Updated,May 13.34 UT,,3,0.0,28.3,2.034,https://minorplanetcenter.net/iau/NEO/neocp.txt
20260513T163247Z,2026-05-13T16:32:47.748013Z,SO0005b,100,1.0,2026-05-11.60,22.5214,337.821,-12.8113,21.1,Updated,May 13.33 UT,,3,0.0,26.7,2.045,https://minorplanetcenter.net/iau/NEO/neocp.txt
20260513T163247Z,2026-05-13T16:32:47.748013Z,CELXZH2,100,1.0,2026-05-11.30,14.771,221.565,24.1932,22.6,Updated,May 13.34 UT,,3,0.01,22.1,2.344,https://minorplanetcenter.net/iau/NEO/neocp.txt
20260513T163247Z,2026-05-13T16:32:47.748013Z,ST26E34,100,1.0,2026-05-10.50,14.8606,222.909,18.4737,23.7,Updated,May 13.34 UT,,2,0.0,28.1,3.231,https://minorplanetcenter.net/iau/NEO/neocp.txt
20260513T163247Z,2026-05-13T16:32:47.748013Z,6E94521,84,0.84,2026-05-10.40,19.5569,293.3535,-61.5955,19.6,Updated,May 13.15 UT,,31,2.77,19.1,0.56,https://minorplanetcenter.net/iau/NEO/neocp.txt
20260513T163247Z,2026-05-13T16:32:47.748013Z,XA9ttXA,75,0.75,2026-05-08.80,15.0798,226.197,1.9221,22.5,Updated,May 13.17 UT,,19,4.39,21.8,0.542,https://minorplanetcenter.net/iau/NEO/neocp.txt
20260513T163247Z,2026-05-13T16:32:47.748013Z,ST26E18,100,1.0,2026-05-09.40,15.4998,232.497,-14.4414,23.8,Updated,May 13.34 UT,,4,0.0,30.3,4.326,https://minorplanetcenter.net/iau/NEO/neocp.txt
20260513T163247Z,2026-05-13T16:32:47.748013Z,CELRZD2,100,1.0,2026-05-09.20,12.4196,186.294,36.7727,22.5,Updated,May 13.33 UT,,8,0.1,22.9,4.344,https://minorplanetcenter.net/iau/NEO/neocp.txt
20260513T163247Z,2026-05-13T16:32:47.748013Z,ZTF10Dl,100,1.0,2026-05-08.30,19.0503,285.7545,-15.5001,21.9,Updated,May 13.34 UT,,4,0.03,26.9,5.324,https://minorplanetcenter.net/iau/NEO/neocp.txt
20260513T163247Z,2026-05-13T16:32:47.748013Z,ST26E14,100,1.0,2026-05-08.40,13.3239,199.8585,-2.9111,18.6,Updated,May 13.34 UT,,2,0.0,17.6,5.267,https://minorplanetcenter.net/iau/NEO/neocp.txt
20260513T163247Z,2026-05-13T16:32:47.748013Z,P22n0fQ,97,0.97,2026-05-07.40,15.0295,225.4425,10.6879,21.7,Updated,May 13.34 UT,,3,0.04,23.4,6.285,https://minorplanetcenter.net/iau/NEO/neocp.txt
20260513T163247Z,2026-05-13T16:32:47.748013Z,S001563,73,0.73,2026-05-07.00,12.9901,194.8515,-27.0246,21.5,Updated,May 13.34 UT,,3,0.03,18.4,6.615,https://minorplanetcenter.net/iau/NEO/neocp.txt
20260513T163247Z,2026-05-13T16:32:47.748013Z,A11BRI6,10,0.1,2026-05-03.00,11.27,169.04999999999998,-38.5443,19.1,Updated,May 13.64 UT,,81,10.09,19.9,0.59,https://minorplanetcenter.net/iau/NEO/neocp.txt
20260513T163247Z,2026-05-13T16:32:47.748013Z,C1EUYV5,35,0.35,2026-04-27.50,17.2869,259.3035,18.7085,21.9,Updated,May 13.60 UT,,36,297.21,12.8,0.194,https://minorplanetcenter.net/iau/NEO/neocp.txt
