snapshot_id,fetched_at_utc,designation,score,score_0_1,discovery_date_mpc,ra_hours,ra_deg,dec_deg,v_mag,status,updated_mpc,note,nobs,arc_days,h_mag,not_seen_days,source_url
20260531T163413Z,2026-05-31T16:34:13.477486Z,A11D0Xd,100,1.0,2026-05-30.00,19.571,293.565,-42.6183,18.8,Updated,May 31.41 UT,,4,0.01,23.9,1.651,https://minorplanetcenter.net/iau/NEO/neocp.txt
20260531T163413Z,2026-05-31T16:34:13.477486Z,NAOCYLA,100,1.0,2026-05-27.70,16.207,243.10500000000002,-20.4003,20.8,Updated,May 31.41 UT,,4,0.13,22.4,3.824,https://minorplanetcenter.net/iau/NEO/neocp.txt
20260531T163413Z,2026-05-31T16:34:13.477486Z,C07PYDZ,100,1.0,2026-05-27.20,14.3125,214.6875,47.952,21.6,Updated,May 31.40 UT,,4,0.02,19.9,4.49,https://minorplanetcenter.net/iau/NEO/neocp.txt
20260531T163413Z,2026-05-31T16:34:13.477486Z,A11CWPw,100,1.0,2026-05-26.60,6.9424,104.136,28.8143,25.1,Updated,May 31.41 UT,,4,0.02,28.9,5.116,https://minorplanetcenter.net/iau/NEO/neocp.txt
20260531T163413Z,2026-05-31T16:34:13.477486Z,C1F4195,100,1.0,2026-05-26.40,16.1832,242.748,12.9398,23.4,Updated,May 31.41 UT,,7,0.07,27.6,5.243,https://minorplanetcenter.net/iau/NEO/neocp.txt
20260531T163413Z,2026-05-31T16:34:13.477486Z,C1F3245,48,0.48,2026-05-25.40,16.8971,253.45649999999998,10.0567,22.5,Updated,May 31.41 UT,,11,1.0,20.2,5.246,https://minorplanetcenter.net/iau/NEO/neocp.txt
20260531T163413Z,2026-05-31T16:34:13.477486Z,C1F2HL5,100,1.0,2026-05-25.40,17.0503,255.7545,-12.9152,22.5,Updated,May 31.41 UT,,8,0.07,25.5,6.268,https://minorplanetcenter.net/iau/NEO/neocp.txt
20260531T163413Z,2026-05-31T16:34:13.477486Z,NAOCLYL,80,0.8,2026-05-23.80,15.924,238.85999999999999,-14.4621,22.1,Updated,May 31.41 UT,,4,0.1,22.0,7.839,https://minorplanetcenter.net/iau/NEO/neocp.txt
20260531T163413Z,2026-05-31T16:34:13.477486Z,A11CQzo,100,1.0,2026-05-24.40,22.6454,339.681,-15.1432,23.4,Updated,May 31.41 UT,,5,0.05,29.9,7.261,https://minorplanetcenter.net/iau/NEO/neocp.txt
20260531T163413Z,2026-05-31T16:34:13.477486Z,oKr0080,100,1.0,2026-05-23.90,23.4998,352.497,18.7056,20.1,Updated,May 31.41 UT,,3,0.0,17.4,7.805,https://minorplanetcenter.net/iau/NEO/neocp.txt
20260531T163413Z,2026-05-31T16:34:13.477486Z,6EN3D21,100,1.0,2026-05-24.20,16.2952,244.42800000000003,-80.5023,19.9,Updated,May 31.41 UT,,3,0.01,22.4,7.46,https://minorplanetcenter.net/iau/NEO/neocp.txt
20260531T163413Z,2026-05-31T16:34:13.477486Z,NAOCBPP,99,0.99,2026-05-20.70,14.9884,224.826,-24.0314,22.6,Updated,May 31.41 UT,,4,0.13,22.5,10.845,https://minorplanetcenter.net/iau/NEO/neocp.txt
20260531T163413Z,2026-05-31T16:34:13.477486Z,P12nfaz,43,0.43,2026-05-20.30,13.1892,197.838,-26.5077,22.1,Updated,May 31.41 UT,,12,2.87,18.4,8.503,https://minorplanetcenter.net/iau/NEO/neocp.txt
