snapshot_id,fetched_at_utc,designation,score,score_0_1,discovery_date_mpc,ra_hours,ra_deg,dec_deg,v_mag,status,updated_mpc,note,nobs,arc_days,h_mag,not_seen_days,source_url
20260517T143600Z,2026-05-17T14:36:00.240994Z,P12nf3G,89,0.89,2026-05-17.50,16.2643,243.9645,-7.9947,21.6,Added,May 17.58 UT,,3,0.02,24.2,0.11,https://minorplanetcenter.net/iau/NEO/neocp.txt
20260517T143600Z,2026-05-17T14:36:00.240994Z,P22nf3F,66,0.66,2026-05-17.50,17.5999,263.99850000000004,36.8659,21.5,Added,May 17.57 UT,,4,0.04,17.0,0.079,https://minorplanetcenter.net/iau/NEO/neocp.txt
20260517T143600Z,2026-05-17T14:36:00.240994Z,A11CvyY,98,0.98,2026-05-17.40,14.1898,212.847,-24.3293,19.2,Updated,May 17.59 UT,,10,0.2,22.9,0.048,https://minorplanetcenter.net/iau/NEO/neocp.txt
20260517T143600Z,2026-05-17T14:36:00.240994Z,CEMVK32,98,0.98,2026-05-17.40,17.1265,256.8975,12.3289,21.7,Updated,May 17.51 UT,,14,0.11,19.4,0.137,https://minorplanetcenter.net/iau/NEO/neocp.txt
20260517T143600Z,2026-05-17T14:36:00.240994Z,CEMVGV2,98,0.98,2026-05-17.30,16.1359,242.0385,11.5916,20.0,Updated,May 17.55 UT,,21,0.2,25.9,0.071,https://minorplanetcenter.net/iau/NEO/neocp.txt
20260517T143600Z,2026-05-17T14:36:00.240994Z,CEMV1Q2,98,0.98,2026-05-17.30,15.1898,227.847,7.669,20.9,Updated,May 17.44 UT,,16,0.13,26.3,0.179,https://minorplanetcenter.net/iau/NEO/neocp.txt
20260517T143600Z,2026-05-17T14:36:00.240994Z,CEMUUC2,100,1.0,2026-05-17.30,14.4755,217.1325,9.7157,20.5,Updated,May 17.39 UT,,14,0.1,25.6,0.226,https://minorplanetcenter.net/iau/NEO/neocp.txt
20260517T143600Z,2026-05-17T14:36:00.240994Z,A11Cvk7,100,1.0,2026-05-16.90,14.0085,210.1275,-73.2027,19.6,Added,May 16.99 UT,,4,0.03,21.5,0.682,https://minorplanetcenter.net/iau/NEO/neocp.txt
20260517T143600Z,2026-05-17T14:36:00.240994Z,CEMRK82,84,0.84,2026-05-16.50,21.5469,323.2035,-9.9333,21.6,Added,May 16.49 UT,,3,0.01,17.7,1.147,https://minorplanetcenter.net/iau/NEO/neocp.txt
20260517T143600Z,2026-05-17T14:36:00.240994Z,6EF1B21,95,0.95,2026-05-16.20,15.3667,230.5005,-17.536,19.4,Updated,May 17.57 UT,,13,1.39,26.1,0.044,https://minorplanetcenter.net/iau/NEO/neocp.txt
20260517T143600Z,2026-05-17T14:36:00.240994Z,ST26E98,86,0.86,2026-05-16.30,19.2883,289.3245,32.0276,21.5,Updated,May 17.34 UT,,17,1.63,29.0,0.638,https://minorplanetcenter.net/iau/NEO/neocp.txt
20260517T143600Z,2026-05-17T14:36:00.240994Z,CEMK452,77,0.77,2026-05-16.30,14.2963,214.4445,-4.5071,21.5,Updated,May 17.33 UT,,24,1.03,22.1,0.298,https://minorplanetcenter.net/iau/NEO/neocp.txt
