snapshot_id,fetched_at_utc,designation,score,score_0_1,discovery_date_mpc,ra_hours,ra_deg,dec_deg,v_mag,status,updated_mpc,note,nobs,arc_days,h_mag,not_seen_days,source_url
20260518T113630Z,2026-05-18T11:36:30.343250Z,A11CDyX,100,1.0,2026-05-18.00,10.7874,161.811,-33.3927,19.6,Added,May 18.22 UT,,4,0.02,21.1,0.421,https://minorplanetcenter.net/iau/NEO/neocp.txt
20260518T113630Z,2026-05-18T11:36:30.343250Z,P22nf7J,100,1.0,2026-05-17.60,16.399,245.985,33.2654,21.0,Updated,May 18.37 UT,,9,20.57,23.1,0.508,https://minorplanetcenter.net/iau/NEO/neocp.txt
20260518T113630Z,2026-05-18T11:36:30.343250Z,P22nf7G,100,1.0,2026-05-17.60,16.2071,243.1065,34.9027,22.1,Added,May 17.77 UT,,4,0.04,22.8,0.883,https://minorplanetcenter.net/iau/NEO/neocp.txt
20260518T113630Z,2026-05-18T11:36:30.343250Z,P22nf3F,32,0.32,2026-05-17.50,17.5994,263.991,37.0188,21.4,Updated,May 18.35 UT,,12,0.81,19.0,0.186,https://minorplanetcenter.net/iau/NEO/neocp.txt
20260518T113630Z,2026-05-18T11:36:30.343250Z,CEMVK32,100,1.0,2026-05-17.40,17.0511,255.76650000000004,11.9148,21.6,Updated,May 18.33 UT,,30,5.77,20.2,0.282,https://minorplanetcenter.net/iau/NEO/neocp.txt
20260518T113630Z,2026-05-18T11:36:30.343250Z,A11Cvk7,100,1.0,2026-05-16.90,13.6996,205.494,-72.5296,19.6,Updated,May 18.37 UT,,4,0.03,22.7,1.559,https://minorplanetcenter.net/iau/NEO/neocp.txt
20260518T113630Z,2026-05-18T11:36:30.343250Z,CEMRK82,84,0.84,2026-05-16.50,21.5717,323.5755,-10.1025,21.5,Updated,May 18.37 UT,,3,0.01,17.3,2.023,https://minorplanetcenter.net/iau/NEO/neocp.txt
20260518T113630Z,2026-05-18T11:36:30.343250Z,A11Cswo,100,1.0,2026-05-16.00,17.1879,257.8185,-23.3429,18.5,Updated,May 18.37 UT,,4,0.02,20.9,2.486,https://minorplanetcenter.net/iau/NEO/neocp.txt
20260518T113630Z,2026-05-18T11:36:30.343250Z,ZTF10Du,100,1.0,2026-05-15.30,16.8831,253.24649999999997,-36.4045,19.6,Updated,May 18.37 UT,,4,0.03,26.4,3.189,https://minorplanetcenter.net/iau/NEO/neocp.txt
20260518T113630Z,2026-05-18T11:36:30.343250Z,ST26E84,98,0.98,2026-05-15.40,15.4203,231.3045,10.7127,20.7,Updated,May 18.37 UT,,6,0.47,26.4,2.598,https://minorplanetcenter.net/iau/NEO/neocp.txt
20260518T113630Z,2026-05-18T11:36:30.343250Z,ST26E75,98,0.98,2026-05-15.20,2.5038,37.557,-23.4721,26.3,Updated,May 18.37 UT,,7,0.09,28.6,3.168,https://minorplanetcenter.net/iau/NEO/neocp.txt
20260518T113630Z,2026-05-18T11:36:30.343250Z,P12neKs,35,0.35,2026-05-14.60,18.2585,273.8775,57.7629,20.2,Updated,May 18.33 UT,,58,3.67,15.3,0.248,https://minorplanetcenter.net/iau/NEO/neocp.txt
20260518T113630Z,2026-05-18T11:36:30.343250Z,RFD0300,100,1.0,2026-05-13.00,19.2641,288.9615,-43.9685,25.1,Updated,May 18.38 UT,,2,0.0,29.8,5.457,https://minorplanetcenter.net/iau/NEO/neocp.txt
20260518T113630Z,2026-05-18T11:36:30.343250Z,CEMAUH2,100,1.0,2026-05-14.40,16.0259,240.3885,-11.7485,21.2,Updated,May 18.39 UT,,6,0.07,23.9,4.045,https://minorplanetcenter.net/iau/NEO/neocp.txt
20260518T113630Z,2026-05-18T11:36:30.343250Z,ST26E61,100,1.0,2026-05-14.30,16.7004,250.50599999999997,0.733,23.8,Updated,May 18.39 UT,,6,0.05,28.9,4.121,https://minorplanetcenter.net/iau/NEO/neocp.txt
20260518T113630Z,2026-05-18T11:36:30.343250Z,MZ26075,100,1.0,2026-05-13.80,17.9906,269.85900000000004,21.9519,21.1,Updated,May 18.37 UT,,3,0.01,25.0,4.665,https://minorplanetcenter.net/iau/NEO/neocp.txt
20260518T113630Z,2026-05-18T11:36:30.343250Z,A11CmCW,100,1.0,2026-05-13.30,6.4151,96.2265,-69.7656,21.1,Updated,May 18.39 UT,,4,0.02,25.6,5.113,https://minorplanetcenter.net/iau/NEO/neocp.txt
20260518T113630Z,2026-05-18T11:36:30.343250Z,A11CmCS,100,1.0,2026-05-13.30,17.2334,258.501,-30.4163,20.7,Updated,May 18.37 UT,,4,0.04,25.6,5.171,https://minorplanetcenter.net/iau/NEO/neocp.txt
20260518T113630Z,2026-05-18T11:36:30.343250Z,OCA1642,84,0.84,2026-05-13.10,13.6988,205.482,-31.403,19.5,Updated,May 18.37 UT,,3,0.02,14.2,5.359,https://minorplanetcenter.net/iau/NEO/neocp.txt
20260518T113630Z,2026-05-18T11:36:30.343250Z,S001563,73,0.73,2026-05-07.00,12.9754,194.631,-27.2543,21.6,Updated,May 18.37 UT,,3,0.03,17.7,11.41,https://minorplanetcenter.net/iau/NEO/neocp.txt
20260518T113630Z,2026-05-18T11:36:30.343250Z,C1EUYV5,35,0.35,2026-04-27.50,17.2204,258.30600000000004,18.9483,21.9,Updated,May 16.81 UT,,36,300.17,12.8,2.026,https://minorplanetcenter.net/iau/NEO/neocp.txt
