snapshot_id,fetched_at_utc,designation,score,score_0_1,discovery_date_mpc,ra_hours,ra_deg,dec_deg,v_mag,status,updated_mpc,note,nobs,arc_days,h_mag,not_seen_days,source_url
20260514T063317Z,2026-05-14T06:33:17.298462Z,ST26E52,100,1.0,2026-05-14.20,13.6324,204.48600000000002,0.2382,19.7,Updated,May 14.27 UT,,4,0.02,25.8,0.01,https://minorplanetcenter.net/iau/NEO/neocp.txt
20260514T063317Z,2026-05-14T06:33:17.298462Z,MZ26075,100,1.0,2026-05-13.80,16.5176,247.764,-5.9756,19.4,Added,May 14.13 UT,,3,0.01,25.1,0.454,https://minorplanetcenter.net/iau/NEO/neocp.txt
20260514T063317Z,2026-05-14T06:33:17.298462Z,A11CmCW,100,1.0,2026-05-13.30,3.6878,55.317,-78.7502,18.6,Added,May 13.75 UT,,4,0.02,24.5,0.901,https://minorplanetcenter.net/iau/NEO/neocp.txt
20260514T063317Z,2026-05-14T06:33:17.298462Z,A11CmCS,100,1.0,2026-05-13.30,16.364,245.46,-39.9017,18.9,Added,May 13.75 UT,,4,0.04,25.4,0.96,https://minorplanetcenter.net/iau/NEO/neocp.txt
20260514T063317Z,2026-05-14T06:33:17.298462Z,OCA1642,84,0.84,2026-05-13.10,13.7671,206.5065,-31.1621,19.4,Added,May 13.56 UT,,3,0.02,13.4,1.148,https://minorplanetcenter.net/iau/NEO/neocp.txt
20260514T063317Z,2026-05-14T06:33:17.298462Z,P22nay8,74,0.74,2026-05-13.40,15.7619,236.4285,-1.9459,21.5,Updated,May 14.14 UT,,6,0.69,16.5,0.148,https://minorplanetcenter.net/iau/NEO/neocp.txt
20260514T063317Z,2026-05-14T06:33:17.298462Z,P22nawA,75,0.75,2026-05-13.40,15.1701,227.5515,-3.1749,21.2,Updated,May 14.26 UT,,19,15.92,24.7,0.039,https://minorplanetcenter.net/iau/NEO/neocp.txt
20260514T063317Z,2026-05-14T06:33:17.298462Z,A11Cmv6,100,1.0,2026-05-13.00,8.6067,129.1005,-50.5977,18.8,Updated,May 14.10 UT,,10,0.91,18.6,0.312,https://minorplanetcenter.net/iau/NEO/neocp.txt
20260514T063317Z,2026-05-14T06:33:17.298462Z,P22n4V7,96,0.96,2026-05-12.40,14.3734,215.601,-19.6091,21.8,Updated,May 14.13 UT,,15,1.72,21.1,0.16,https://minorplanetcenter.net/iau/NEO/neocp.txt
20260514T063317Z,2026-05-14T06:33:17.298462Z,P22n4V6,74,0.74,2026-05-12.40,13.9357,209.0355,-22.9672,21.6,Updated,May 14.23 UT,,23,1.84,23.5,0.05,https://minorplanetcenter.net/iau/NEO/neocp.txt
