snapshot_id,fetched_at_utc,designation,score,score_0_1,discovery_date_mpc,ra_hours,ra_deg,dec_deg,v_mag,status,updated_mpc,note,nobs,arc_days,h_mag,not_seen_days,source_url
20260713T190001Z,2026-07-13T19:00:01.274197Z,P12o62f,99,0.99,2026-07-13.60,23.3086,349.62899999999996,-16.2505,20.6,Added,July 13.77 UT,,3,0.02,18.1,0.198,https://minorplanetcenter.net/iau/NEO/neocp.txt
20260713T190001Z,2026-07-13T19:00:01.274197Z,P12o4wA,96,0.96,2026-07-13.50,21.3038,319.55699999999996,-6.7915,21.4,Added,July 13.62 UT,,3,0.03,20.1,0.28,https://minorplanetcenter.net/iau/NEO/neocp.txt
20260713T190001Z,2026-07-13T19:00:01.274197Z,P12o4wi,100,1.0,2026-07-13.50,21.773,326.59499999999997,-6.6044,20.9,Updated,July 13.64 UT,,3,0.03,21.8,0.258,https://minorplanetcenter.net/iau/NEO/neocp.txt
20260713T190001Z,2026-07-13T19:00:01.274197Z,P12o4wj,100,1.0,2026-07-13.50,21.4,321.0,-5.0393,21.7,Updated,July 13.78 UT,,7,0.04,22.0,0.262,https://minorplanetcenter.net/iau/NEO/neocp.txt
20260713T190001Z,2026-07-13T19:00:01.274197Z,P12o4wh,100,1.0,2026-07-13.50,21.4818,322.227,-6.9347,21.5,Updated,July 13.64 UT,,4,0.04,24.7,0.262,https://minorplanetcenter.net/iau/NEO/neocp.txt
20260713T190001Z,2026-07-13T19:00:01.274197Z,PDO0160,100,1.0,2026-07-13.10,21.8544,327.816,4.9847,21.4,Updated,July 13.63 UT,,5,0.52,25.7,0.209,https://minorplanetcenter.net/iau/NEO/neocp.txt
20260713T190001Z,2026-07-13T19:00:01.274197Z,P12o4vT,100,1.0,2026-07-13.40,16.5359,248.03850000000003,-10.2501,19.8,Updated,July 13.75 UT,,6,0.21,20.0,0.214,https://minorplanetcenter.net/iau/NEO/neocp.txt
20260713T190001Z,2026-07-13T19:00:01.274197Z,P12o4vO,100,1.0,2026-07-11.60,9.5877,143.8155,-10.9788,24.9,Updated,July 13.24 UT,,3,0.01,26.0,2.191,https://minorplanetcenter.net/iau/NEO/neocp.txt
20260713T190001Z,2026-07-13T19:00:01.274197Z,P12o4vF,100,1.0,2026-07-11.50,22.7197,340.7955,-18.3295,21.9,Updated,July 12.57 UT,,7,1.01,19.4,1.236,https://minorplanetcenter.net/iau/NEO/neocp.txt
20260713T190001Z,2026-07-13T19:00:01.274197Z,P12o4vm,47,0.47,2026-07-11.50,22.4703,337.0545,-18.3312,20.6,Updated,July 13.66 UT,,14,2.13,19.0,1.241,https://minorplanetcenter.net/iau/NEO/neocp.txt
