snapshot_id,fetched_at_utc,designation,score,score_0_1,discovery_date_mpc,ra_hours,ra_deg,dec_deg,v_mag,status,updated_mpc,note,nobs,arc_days,h_mag,not_seen_days,source_url
20260512T113114Z,2026-05-12T11:31:14.204441Z,P22n4V7,100,1.0,2026-05-12.40,14.4288,216.43200000000002,-20.2384,21.6,Added,May 12.47 UT,,3,0.04,22.3,0.055,https://minorplanetcenter.net/iau/NEO/neocp.txt
20260512T113114Z,2026-05-12T11:31:14.204441Z,P22n4V6,100,1.0,2026-05-12.40,14.04,210.6,-22.825,21.6,Added,May 12.47 UT,,4,0.04,17.8,0.059,https://minorplanetcenter.net/iau/NEO/neocp.txt
20260512T113114Z,2026-05-12T11:31:14.204441Z,P22n4V9,97,0.97,2026-05-12.40,14.3998,215.997,-16.6975,21.8,Added,May 12.46 UT,,4,0.04,23.9,0.054,https://minorplanetcenter.net/iau/NEO/neocp.txt
20260512T113114Z,2026-05-12T11:31:14.204441Z,P22n4V8,100,1.0,2026-05-12.40,14.3896,215.844,-15.7749,21.0,Added,May 12.46 UT,,3,0.02,22.2,0.054,https://minorplanetcenter.net/iau/NEO/neocp.txt
20260512T113114Z,2026-05-12T11:31:14.204441Z,CEM28F2,100,1.0,2026-05-12.40,17.4174,261.261,15.1641,21.1,Updated,May 12.47 UT,,9,0.06,25.2,0.021,https://minorplanetcenter.net/iau/NEO/neocp.txt
20260512T113114Z,2026-05-12T11:31:14.204441Z,P22n4PE,100,1.0,2026-05-12.30,13.6385,204.57750000000001,-9.7341,20.3,Added,May 12.43 UT,,3,0.04,24.6,0.103,https://minorplanetcenter.net/iau/NEO/neocp.txt
20260512T113114Z,2026-05-12T11:31:14.204441Z,P22n4PD,100,1.0,2026-05-12.40,13.737,206.055,-8.1971,20.8,Added,May 12.42 UT,,3,0.02,25.9,0.1,https://minorplanetcenter.net/iau/NEO/neocp.txt
20260512T113114Z,2026-05-12T11:31:14.204441Z,P22n4PC,69,0.69,2026-05-12.40,13.9737,209.60549999999998,-15.0173,20.7,Added,May 12.42 UT,,3,0.02,18.6,0.096,https://minorplanetcenter.net/iau/NEO/neocp.txt
20260512T113114Z,2026-05-12T11:31:14.204441Z,P22n4PB,93,0.93,2026-05-12.30,13.6402,204.603,-10.4478,20.8,Added,May 12.42 UT,,4,0.04,20.8,0.103,https://minorplanetcenter.net/iau/NEO/neocp.txt
20260512T113114Z,2026-05-12T11:31:14.204441Z,C469Q01,100,1.0,2026-05-12.40,16.5577,248.3655,-6.0246,18.2,Updated,May 12.47 UT,,12,0.07,26.5,0.014,https://minorplanetcenter.net/iau/NEO/neocp.txt
20260512T113114Z,2026-05-12T11:31:14.204441Z,CEM26R2,69,0.69,2026-05-12.40,16.6324,249.48600000000002,15.5426,20.7,Updated,May 12.43 UT,,7,0.04,17.8,0.056,https://minorplanetcenter.net/iau/NEO/neocp.txt
20260512T113114Z,2026-05-12T11:31:14.204441Z,C469P61,100,1.0,2026-05-12.40,15.6911,235.3665,-7.2796,18.6,Updated,May 12.44 UT,,11,0.07,27.5,0.043,https://minorplanetcenter.net/iau/NEO/neocp.txt
20260512T113114Z,2026-05-12T11:31:14.204441Z,CEM1YU2,98,0.98,2026-05-12.30,15.205,228.075,12.8797,20.6,Updated,May 12.43 UT,,12,0.1,28.1,0.058,https://minorplanetcenter.net/iau/NEO/neocp.txt
20260512T113114Z,2026-05-12T11:31:14.204441Z,CEM20F2,98,0.98,2026-05-12.30,14.8157,222.2355,17.716,21.9,Updated,May 12.43 UT,,12,0.1,27.0,0.055,https://minorplanetcenter.net/iau/NEO/neocp.txt
20260512T113114Z,2026-05-12T11:31:14.204441Z,ST26E46,100,1.0,2026-05-12.30,16.8228,252.342,-19.5326,18.8,Updated,May 12.39 UT,S,7,0.07,32.8,0.096,https://minorplanetcenter.net/iau/NEO/neocp.txt
20260512T113114Z,2026-05-12T11:31:14.204441Z,CEM1XD2,75,0.75,2026-05-12.30,14.5499,218.24849999999998,17.7901,22.0,Updated,May 12.41 UT,,11,0.11,17.1,0.068,https://minorplanetcenter.net/iau/NEO/neocp.txt
20260512T113114Z,2026-05-12T11:31:14.204441Z,ST26E41,98,0.98,2026-05-12.30,15.1648,227.47199999999998,-16.5236,19.4,Updated,May 12.40 UT,,12,0.11,28.7,0.091,https://minorplanetcenter.net/iau/NEO/neocp.txt
20260512T113114Z,2026-05-12T11:31:14.204441Z,CEM1R02,100,1.0,2026-05-12.30,13.6665,204.9975,16.8923,21.6,Updated,May 12.42 UT,,12,0.14,21.2,0.063,https://minorplanetcenter.net/iau/NEO/neocp.txt
20260512T113114Z,2026-05-12T11:31:14.204441Z,ST26E39,100,1.0,2026-05-12.20,13.0544,195.816,-19.0349,19.4,Updated,May 12.26 UT,,10,0.07,23.5,0.22,https://minorplanetcenter.net/iau/NEO/neocp.txt
20260512T113114Z,2026-05-12T11:31:14.204441Z,6EB3121,100,1.0,2026-05-12.00,10.2931,154.3965,-8.7193,20.0,Updated,May 12.18 UT,,9,0.19,23.7,0.318,https://minorplanetcenter.net/iau/NEO/neocp.txt
20260512T113114Z,2026-05-12T11:31:14.204441Z,SO0005e,100,1.0,2026-05-11.70,21.336,320.03999999999996,-23.6434,20.2,Added,May 12.10 UT,,3,0.0,28.8,0.772,https://minorplanetcenter.net/iau/NEO/neocp.txt
20260512T113114Z,2026-05-12T11:31:14.204441Z,SO0005d,100,1.0,2026-05-11.70,17.7175,265.76250000000005,-31.0914,18.9,Added,May 12.10 UT,,4,0.0,27.8,0.77,https://minorplanetcenter.net/iau/NEO/neocp.txt
20260512T113114Z,2026-05-12T11:31:14.204441Z,SO0005c,100,1.0,2026-05-11.70,19.3831,290.74649999999997,-36.3443,19.7,Added,May 12.05 UT,,3,0.0,28.5,0.824,https://minorplanetcenter.net/iau/NEO/neocp.txt
20260512T113114Z,2026-05-12T11:31:14.204441Z,SO0005b,100,1.0,2026-05-11.60,21.8041,327.06149999999997,-19.4757,18.8,Added,May 12.04 UT,,3,0.0,26.6,0.835,https://minorplanetcenter.net/iau/NEO/neocp.txt
